1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,244,12,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,33,0,115,35,1,2,1,2,0,0,0,0,1,0,0,0,1,3,1,2,0,1,2,2,1,0,0,3,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,629,60,0,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,95,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,2309,4,0,291,112,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,143,14,29.6,1.33,639,379,33,3,5,0,1.66E+03,96.4,0,0,118,5,29,13,14,20,24,18,0,0,0,0,0,0,0,0,0,20.2,79.8,yes
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,150,40,4,2,1,0,0,0,0,1,0,0,0,1,0,4,1,0,1,1,2,6,0,2,3,1,4,2,2,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,886,287,0,223,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,278,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,10,5536,6,0,1421,257,14,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190,279,0,23.7,1.29,1692,860,97,38,17,1,3.10E+03,95.7,0,9,160,5,24,16,13,18,50,39,0,0,0,0,0,0,0,0,0,17.9,82.1,yes
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,118,22,5,3,1,0,0,2,1,0,0,1,1,0,2,1,2,0,2,0,3,0,1,2,1,2,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,1435,552,0,385,138,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,374,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,18,11,4478,6,0,1934,463,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,236,235,0,33,1.45,2428,1175,87,25,41,15,2.59E+03,96.6,0,11,113,5,27,22,21,12,13,18,0,0,0,0,0,0,0,0,0,20.4,79.6,no
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,18,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,2,37,0,253,77,7,2,2,1,1,1,0,2,1,1,1,2,2,5,3,6,3,1,0,2,3,5,5,3,2,1,3,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,1804,441,0,338,80,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,414,75,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18,30,12890,8,0,1944,500,265,88,73,46,49,9,0,0,0,0,0,0,0,0,0,0,0,358,400,0,28.4,1.49,3025,1673,38,11,19,15,1.91E+03,98.8,0,16,268,5,32,29,45,41,52,69,0,0,0,0,0,0,0,0,0,17.2,82.8,yes
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,817,67,7,0,0,0,0,0,0,0,0,0,0,0,14,1,4,3,106,26,44,20,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,27,36,128,51,0,560,136,14,5,4,2,4,1,0,0,1,6,0,3,4,4,4,4,5,6,10,3,9,7,2,4,4,5,3,4,1,4,4,2,2,4,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,2098,534,0,406,101,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,412,26,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,18,16,10827,5,0,2250,553,221,60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,409,64,30,1.85,3178,1468,45,19,16,11,2.49E+03,98.7,0,7,539,5,23,40,55,95,135,191,0,0,0,0,0,0,0,0,0,17.1,82.9,yes
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1,2,1,0,0,0,0,0,100,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,33.3,no
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,276,64,9,3,3,2,1,4,2,2,0,1,4,1,0,5,6,2,2,1,2,3,3,3,1,4,2,6,0,0,3,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,1405,592,0,484,95,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,375,81,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19,22,9007,6,0,2026,786,482,76,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,281,316,0,30.4,1.44,2802,1277,158,67,92,64,1.64E+03,94.2,3,7,278,5,32,40,55,54,41,56,0,0,0,0,0,0,0,0,0,16.4,83.6,no
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,941,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,23,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,7,1,13,45,0,146,27,3,1,0,0,0,1,1,1,1,1,0,0,1,0,2,5,0,0,1,1,1,1,5,1,1,1,0,0,1,1,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,1686,443,0,336,77,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,425,48,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,24,11066,4,0,2010,836,431,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,256,29,33,1.76,2916,1476,79,44,28,11,3.37E+03,97.6,1,17,134,5,28,21,22,24,18,21,0,0,0,0,0,0,0,0,0,17,83,no
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,0,6,42,0,243,80,5,3,0,6,2,1,0,0,0,3,2,2,1,2,3,3,1,2,3,1,4,1,0,2,2,0,1,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,1426,275,0,242,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,227,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,11,6920,4,0,1156,176,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,276,0,33.1,1.64,1473,766,77,4,41,2,4.65E+03,95,0,1,255,5,37,25,47,51,48,47,0,0,0,0,0,0,0,0,0,18.2,81.8,yes
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,59,22,19,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,22,4,34,68,0,156,50,4,3,1,0,0,0,0,0,1,0,0,1,1,0,3,1,2,1,0,2,1,1,1,3,0,1,1,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1593,410,0,313,89,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,423,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16,23,10803,4,0,2377,416,49,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,472,0,29.3,1.46,2586,1229,243,78,81,44,3.00E+03,92.2,2,10,162,5,30,32,40,29,18,13,0,0,0,0,0,0,0,0,0,17.7,82.3,yes
