0,1,48.2217311859
1,173,9235.22420407
2,373,25636.2270513
3,416,28760.2276772
4,490,35616.2287302
6,689,57993.2315653
6,689,57993.2315653
7,1140,109671.237987
8,1199,116091.238825
9,1835,184712.247914
10,1919,193536.24911
11,1964,197783.249749
12,1965,197864.249763
14,2211,222977.253301
14,2211,222977.253301
15,3317,328451.269108
16,4364,428211.284024
18,4754,464388.289554
18,4754,464388.289554
19,5449,525274.299378
20,6018,573552.307466
21,6303,596087.311476
22,7882,730353.333739
23,8769,794079.346251
