1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
1,1,1,1,1,1,34,5,5,7,17,1,1,5,6,1,1,5,5,1,28,409,301,313,31,0,869,393,190,1713,5,5,3856,268,148,236,289,1065,970,55,51,39,32,9,8,229,280,13,53,5,70,19,61,0,1,1,33.6,1,4,1,89,3,8,0,0,2,0,0,1.15E+03,0,99.2,0,3,0,12,12,81.9,18.1,1.51,4,2,2,3,6,0,0,5,2,0,5,0,1,6,0,2,0,6,3,3,2,3,0,3,0,1,2,1,1,1,0,0,3,0,2,0,0,0,0,0,4,0,2,1,0,1,0,1,1,0,yes
1,1,1,1,1,1,57,12,22,11,33,4,0,16,1,1,1,4,2,1,36,659,255,263,29,5,994,609,230,1997,0,0,9107,300,228,340,328,1347,1199,51,42,41,53,14,10,237,297,9,39,5,55,23,47,0,1,1,29.6,1,12,1,63,0,8,1,0,12,2,0,151,0,99.2,0,4,0,7,16,83,17,1.47,60,3,4,1,2,14,0,4,2,8,2,0,3,4,2,3,3,3,3,2,2,1,15,1,0,1,1,3,1,3,1,28,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,yes
1,1,1,1,1,1,39,31,50,8,42,0,0,20,1,0,1,3,31,1,33,661,290,291,31,0,1212,630,710,2268,0,0,10172,311,227,394,388,1133,1749,42,94,40,49,9,17,197,323,15,42,5,60,63,57,0,1,1,31.6,1,7,1,87,1,17,0,0,36,0,0,2.73E+03,0,96.8,0,4,0,8,97,84.1,15.9,1.38,241,3,3,6,1,22,0,2,2,0,5,0,2,4,3,11,3,2,1,2,0,1,109,2,0,1,0,1,0,3,2,0,2,1,3,1,4,1,0,0,2,3,0,1,0,0,0,3,2,1,no
1,1,1,1,1,1,54,20,21,13,49,3,1,17,4,1,1,7,20,1,39,776,259,250,37,3,1309,625,536,2609,0,0,9206,404,244,328,452,1442,2737,44,101,38,63,17,16,395,515,14,35,5,66,44,39,0,1,1,29,1,8,1,71,1,42,6,0,57,0,0,6.82E+03,0,94.7,0,4,0,6,178,83.1,16.9,1.46,114,4,3,3,1,19,0,3,5,1,3,0,2,1,2,4,6,3,2,1,1,0,2,4,0,1,1,1,0,0,2,39,1,1,0,4,1,2,1,1,2,0,2,1,0,2,0,2,1,1,yes
1,1,1,1,1,1,78,118,146,40,204,11,4,283,7,1,2,27,104,1,35,868,282,294,35,13,1573,859,606,3344,43,43,12037,501,340,443,543,2145,4083,53,146,44,80,76,16,482,637,22,41,5,80,31,58,14,1,1,29.5,1,10,1,69,1,48,6,0,80,16,0,7.44E+03,0,94.9,0,4,0,3,214,81.6,18.4,1.56,74,5,0,3,1,9,0,1,2,15,3,0,3,2,7,11,1,1,1,1,2,0,6,1,0,1,1,1,1,2,3,0,2,1,0,2,1,0,0,2,2,0,2,1,0,0,0,0,0,2,yes
1,1,1,1,1,1,43,16,23,11,31,3,3,13,7,1,1,4,16,1,28,305,169,163,35,0,561,345,49,1082,11,11,3240,179,105,221,183,865,1478,41,11,23,34,16,4,159,171,10,29,5,46,4,24,0,1,1,33.9,1,4,1,30,3,23,0,0,2,0,0,2.37E+03,0,95.2,0,3,0,5,60,81.4,18.6,1.57,11,6,0,4,3,1,0,3,3,0,2,0,3,1,0,0,0,2,2,1,1,1,0,1,0,1,0,1,1,0,0,17,0,0,2,0,0,0,1,0,1,0,3,0,0,3,0,0,0,1,yes
1,1,1,1,1,1,52,57,82,26,96,2,6,133,15,1,1,6,57,1,26,667,295,290,29,4,1153,489,335,2310,36,36,9798,265,228,228,332,1120,1882,37,31,32,51,33,13,326,423,20,48,5,74,29,72,0,1,1,33.7,1,21,1,88,3,11,2,3,6,0,0,5.24E+03,0,97,0,8,1,5,96,83.7,16.3,1.44,263,3,4,3,6,44,0,2,5,1,2,1,3,6,2,26,5,3,3,2,0,0,304,3,0,1,1,5,1,1,0,0,3,2,0,0,0,1,0,1,1,1,1,0,0,0,0,2,0,3,yes
1,1,1,1,1,1,126,31,50,10,41,2,2,85,7,1,2,0,11,1,26,433,209,203,35,0,809,428,183,1510,0,0,3522,241,146,258,281,1113,745,44,31,39,39,13,14,162,210,17,37,5,47,27,36,20,1,1,26.2,1,7,1,36,1,20,0,0,2,0,0,2.55E+03,0,93.4,0,4,0,4,145,80.9,19.1,1.32,104,3,2,6,0,17,0,5,4,2,3,0,3,0,1,13,3,1,4,2,2,4,21,1,0,0,1,3,0,6,2,14,0,0,1,0,3,2,1,0,1,1,0,1,1,1,0,1,0,1,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,3,2,0,2,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,13,1,26,246,163,167,31,0,254,183,48,475,0,0,3224,79,40,129,81,387,352,50,3,25,11,14,3,47,50,7,24,5,39,2,29,0,1,1,25.7,1,0,1,28,0,25,0,0,3,0,0,791,0,92.7,0,3,0,6,32,79.4,20.6,1.39,12,0,0,2,1,0,0,1,2,0,2,0,1,2,2,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,yes
1,1,1,1,1,1,76,17,32,10,32,4,1,35,8,1,1,5,27,1,5,277,53,52,25,0,491,259,74,961,17,17,2584,154,86,133,165,692,786,33,14,3,18,37,3,112,130,9,6,5,13,10,9,0,1,1,29.3,1,2,1,5,3,13,0,1,0,0,0,1.87E+03,0,95.1,0,4,0,2,62,80,20,1.49,27,3,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,4,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,yes
0,0,1,1,1,1,38,13,26,10,30,19,0,21,1,1,0,7,0,1,22,567,81,77,25,0,968,558,323,2025,0,0,6513,287,201,315,303,1258,1286,35,45,18,49,0,18,229,288,16,11,4,22,14,5,0,1,1,35.8,1,8,1,0,0,4,0,0,16,0,0,425,0,98.4,0,3,0,1,46,82.9,17.1,1.46,65,4,1,0,0,14,0,3,0,1,1,0,1,0,1,2,2,0,1,0,1,1,0,0,0,0,2,2,0,0,0,36,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,no
1,1,1,1,1,1,119,18,18,12,46,10,3,21,7,1,1,7,18,1,36,807,243,250,30,6,1238,707,272,2270,18,18,9915,397,357,298,426,1569,1622,47,31,30,67,18,9,207,242,15,39,5,59,23,45,0,1,1,28.6,1,12,1,63,1,45,3,0,9,0,0,7.06E+03,0,95.9,0,5,0,3,105,82.7,17.3,1.43,154,5,2,4,3,4,0,7,2,0,2,0,2,1,3,6,3,2,4,0,1,0,38,3,0,1,1,0,1,1,0,32,3,0,0,0,2,0,1,0,3,0,0,3,0,0,0,0,0,1,yes
1,1,1,1,1,1,88,24,26,8,32,11,4,8,7,0,1,0,24,1,10,707,123,134,27,0,1270,472,631,2525,0,0,8454,316,215,247,424,1072,1169,43,141,9,49,10,21,319,536,22,19,5,24,75,17,0,1,1,28.2,1,8,1,41,1,93,0,0,109,0,0,5.27E+03,0,91.4,0,4,0,2,266,83.3,16.7,1.47,307,3,3,1,1,64,0,1,1,62,0,0,1,1,2,31,1,1,0,0,1,0,30,1,0,1,1,1,1,1,0,0,1,0,0,1,1,2,0,0,1,1,2,1,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,666,338,325,30,0,1296,537,558,2901,0,0,6253,347,209,328,415,1500,2098,47,55,56,69,0,16,419,490,19,67,5,89,62,65,0,1,1,29.8,1,6,1,79,0,4,0,0,5,0,0,128,0,99.6,0,5,0,6,11,83.8,16.2,1.45,165,3,2,2,4,11,0,3,7,2,2,0,3,4,3,6,3,3,4,1,2,2,39,5,0,1,3,0,0,0,4,0,2,0,1,1,2,1,0,1,1,1,0,3,1,0,0,0,1,5,no
0,0,1,1,1,1,5,10,11,7,21,0,1,10,1,0,0,4,0,1,21,457,141,142,25,0,854,396,314,1515,0,0,4419,241,170,218,289,774,1257,41,55,24,44,0,4,189,261,17,24,5,36,37,19,0,1,1,34.8,1,10,1,28,0,31,0,0,13,0,0,3.12E+03,0,95.6,0,4,0,2,78,81.8,18.2,1.56,228,3,0,0,2,17,0,4,1,1,2,0,1,0,1,11,2,1,1,1,3,0,2,2,0,1,0,1,1,0,0,10,0,1,2,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,yes
1,1,1,1,1,1,157,42,42,47,113,13,6,69,17,1,1,16,49,1,16,802,73,66,25,8,1422,709,440,2855,14,14,10761,404,293,336,464,1824,1513,50,106,9,74,80,18,303,426,17,12,5,21,46,4,0,1,1,30.6,1,13,1,7,3,7,0,0,13,2,0,3.68E+03,0,98.3,0,5,0,0,66,83,17,1.48,116,3,4,1,2,17,0,1,0,0,0,0,0,0,0,11,2,1,1,0,0,0,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes
1,1,1,1,1,1,24,13,17,6,20,0,2,8,2,0,1,1,13,1,24,390,188,184,28,0,645,488,183,1327,0,0,5805,210,179,302,221,1076,677,42,29,27,37,7,7,150,186,13,32,5,48,8,34,0,1,1,32,1,4,1,43,1,34,0,0,6,0,0,4.38E+03,0,93.3,0,4,0,4,107,84.4,15.6,1.33,30,1,1,2,2,7,0,1,1,5,2,0,1,1,2,3,5,3,2,1,4,3,1,3,0,0,1,1,0,1,1,14,2,2,0,0,0,0,1,1,0,0,3,0,0,2,0,1,1,0,yes
1,1,1,1,1,1,76,36,59,12,57,1,1,36,6,1,1,5,62,1,11,481,138,142,26,1,846,437,271,1582,16,16,5792,273,168,243,313,1064,1305,43,40,18,42,26,14,223,293,8,25,5,23,27,24,0,1,1,25.9,1,6,1,34,0,43,3,0,31,3,0,4.55E+03,0,91.6,0,4,0,6,181,82.7,17.3,1.52,192,1,2,1,1,30,0,1,2,6,3,0,1,2,4,13,0,1,1,0,0,0,3,0,0,0,1,0,0,4,1,0,1,1,0,0,0,0,0,2,1,1,3,1,0,0,0,0,1,3,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,524,113,113,27,0,1000,515,359,1982,0,0,7981,307,218,297,343,1486,1087,55,76,24,47,0,15,235,321,12,16,5,25,30,16,0,1,1,32.8,1,12,1,7,0,42,0,0,36,0,0,1.37E+03,0,95.2,0,5,0,3,109,85.2,14.8,1.54,71,4,4,1,1,5,0,1,1,0,1,0,0,1,1,3,0,0,0,0,4,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,no
1,1,1,1,1,1,189,96,138,40,184,21,8,406,26,1,2,34,81,1,39,640,330,322,31,10,957,647,239,1779,55,55,10620,320,251,283,330,1893,1402,50,25,53,37,107,18,215,246,12,79,5,85,6,61,8,1,1,29.5,1,8,1,67,6,74,4,2,26,10,0,8.65E+03,0,92.6,0,5,0,9,146,82,18,1.46,137,3,5,2,7,6,0,5,4,31,3,1,2,1,7,3,4,3,0,2,1,2,74,3,0,1,3,3,1,0,4,7,1,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,yes
1,1,1,1,1,1,115,86,114,50,177,3,11,136,25,1,1,36,43,1,21,1269,344,340,22,5,1573,1082,482,2942,19,19,17611,467,388,555,507,2153,2352,45,67,44,67,50,10,355,434,23,62,5,93,32,85,0,1,1,27.3,1,14,1,110,4,58,0,0,74,2,0,1.40E+04,0,93.3,0,7,0,4,265,80.6,19.4,1.53,98,9,4,6,4,12,0,4,1,4,2,0,2,1,2,5,3,6,5,0,2,6,9,1,0,0,3,1,0,3,0,147,1,2,2,2,2,1,1,1,1,0,1,1,0,0,1,3,0,1,yes
1,1,1,1,1,1,11,26,23,6,37,0,1,30,1,1,1,5,26,1,35,579,330,332,36,0,757,599,160,1477,0,0,6431,231,193,335,252,1271,1029,37,17,49,41,13,7,190,216,13,68,5,80,14,69,0,1,1,27.2,1,3,1,73,0,34,0,0,16,5,0,5.42E+03,0,93.7,0,5,0,6,116,81.6,18.4,1.36,58,3,4,3,1,9,0,5,7,9,3,0,3,1,4,7,3,5,4,1,1,2,3,3,0,1,1,5,0,2,5,81,0,1,1,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,yes
1,1,1,1,1,1,4,31,36,22,64,0,3,66,4,1,2,7,20,1,30,527,244,239,31,4,876,453,334,1825,13,13,6073,267,166,256,306,1058,1300,38,76,32,50,31,17,251,362,9,41,5,61,34,49,11,1,1,28.9,1,3,1,61,0,35,0,0,13,1,0,3.22E+03,0,95.9,0,5,0,9,81,80.5,19.5,1.55,161,4,4,4,2,35,0,1,1,18,3,0,6,3,3,5,5,1,1,1,4,1,0,1,0,1,0,0,1,2,0,0,2,0,1,1,0,0,0,3,0,0,0,0,1,0,0,3,0,3,yes
1,1,1,1,1,1,121,74,93,27,126,13,1,59,15,1,2,14,56,1,16,408,227,226,26,9,678,432,195,1186,56,56,5129,201,147,247,221,988,784,33,18,21,25,30,6,87,112,17,31,5,61,16,53,14,1,1,27.5,1,3,1,80,4,35,2,1,13,5,0,4.16E+03,0,92.7,0,4,0,4,111,79.7,20.3,1.36,56,4,1,0,0,7,0,2,2,10,5,0,0,4,2,4,3,2,1,4,1,2,3,1,0,0,1,0,0,1,0,13,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,yes
1,1,1,1,1,1,120,64,65,18,87,1,0,29,1,1,1,5,64,1,38,926,390,385,30,0,1403,676,487,2554,0,0,12887,411,227,410,463,1901,2554,45,39,51,77,24,21,289,341,19,61,5,117,36,91,0,1,1,29.4,1,7,1,119,0,49,0,0,30,14,0,9.92E+03,0,93,0,5,0,6,250,82.4,17.6,1.54,202,3,3,3,1,13,0,2,6,14,4,0,0,4,3,16,4,1,4,2,1,1,150,3,0,1,7,3,1,2,2,40,1,2,1,1,3,1,1,2,3,0,3,1,0,1,1,1,0,2,no
1,1,1,1,1,1,302,65,83,48,145,19,0,162,7,1,1,16,55,1,31,794,299,301,32,11,1066,733,265,1918,21,21,10341,341,291,301,354,1709,1247,57,39,46,53,47,13,143,185,15,52,5,82,11,58,0,1,1,31.1,1,14,1,80,1,31,5,0,1,17,0,8.63E+03,0,95.7,0,4,0,5,104,80.2,19.8,1.71,82,3,3,3,1,1,0,4,3,0,1,1,3,2,4,2,3,4,4,2,2,0,5,3,1,1,1,0,1,1,2,75,1,1,0,1,2,2,1,1,2,2,0,0,0,5,0,0,0,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,0,1,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,3,2,0,2,3,0,2,0,0,1,1,0,3,1,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1,1,1,1,1,1,91,83,115,39,147,11,1,94,7,1,1,11,65,1,23,839,102,107,24,12,1434,797,517,2629,25,25,9598,441,295,446,492,1714,1704,33,132,11,48,43,10,311,462,27,14,5,30,39,12,0,1,1,28.4,1,15,1,18,2,60,2,0,15,6,0,7.22E+03,0,94.1,0,4,0,2,193,80.4,19.6,1.57,122,0,0,0,0,19,0,1,0,9,0,0,1,1,1,9,0,0,1,1,0,0,21,0,0,1,4,1,1,0,0,18,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,yes
1,1,1,1,1,1,0,1,1,0,1,0,2,1,5,1,1,0,1,1,3,8,5,7,2,0,5,7,0,3,1,1,57,1,1,5,1,25,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,42.9,1,0,1,0,1,0,0,0,0,0,0,1,0,100,0,1,0,0,0,40,60,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,576,117,115,28,0,1115,565,399,2259,0,0,4768,342,296,269,381,1389,1491,42,104,19,45,0,15,289,407,22,18,5,34,32,22,0,1,1,30.6,1,8,1,9,0,29,0,0,71,0,0,1.02E+03,0,96.3,0,7,0,0,102,82.5,17.5,1.43,92,2,0,0,0,14,0,1,0,11,1,0,0,0,2,7,2,2,0,1,0,0,33,2,0,1,2,2,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,no
0,0,1,1,1,1,33,16,23,7,30,6,0,11,1,1,0,7,0,1,18,465,175,184,27,0,822,399,225,1434,0,0,7048,267,153,234,286,911,1026,44,33,30,33,0,6,185,234,14,31,5,43,9,30,0,1,1,32.8,1,3,1,39,0,16,0,0,2,2,0,989,0,97,0,5,0,2,53,83.8,16.2,1.52,114,3,3,3,0,15,0,1,3,2,2,0,1,0,0,8,3,0,1,0,4,2,86,1,0,0,4,1,0,0,0,16,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0,2,0,2,no
0,0,1,1,1,1,56,39,51,18,69,5,0,42,4,1,0,7,0,1,14,419,114,114,29,5,596,429,120,1204,0,0,5423,188,145,258,201,1014,774,44,25,13,15,0,9,124,155,12,12,5,28,9,20,0,1,1,29.1,1,5,1,26,1,22,0,0,5,0,0,4.12E+03,0,95.6,0,4,0,3,61,82.3,17.7,1.43,39,0,1,1,1,3,0,2,2,1,1,0,1,0,1,4,0,1,2,0,1,0,38,1,0,0,0,0,0,1,1,39,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,yes
1,1,1,1,1,1,54,2,2,14,27,12,3,69,8,1,1,2,2,1,28,462,172,163,31,3,812,348,231,1761,0,0,4640,200,174,158,249,985,994,58,67,23,36,16,7,256,350,17,25,5,47,30,37,0,1,1,34.2,1,5,1,28,3,8,4,0,23,0,0,331,0,98.7,0,5,2,3,25,82.4,17.6,1.66,125,6,1,2,1,15,0,2,0,7,2,0,1,3,1,11,4,3,1,1,1,1,87,4,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1181,277,272,37,0,1948,825,1116,4093,0,0,18432,468,417,408,608,1926,2794,44,112,53,95,0,28,431,615,24,45,5,70,91,47,0,1,1,28.5,1,27,1,46,0,56,0,0,39,0,0,2.78E+03,0,96.9,0,8,0,3,137,85.5,14.5,1.51,741,5,2,0,2,48,0,2,2,23,1,0,4,5,1,34,4,3,3,1,1,3,404,3,0,1,1,1,1,3,1,0,0,0,1,3,0,0,0,1,1,3,1,1,1,2,0,3,0,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,605,161,160,30,0,1109,586,385,2200,0,0,9410,304,212,374,360,1454,1825,47,72,31,62,0,13,278,358,18,29,5,46,52,24,0,1,1,27.6,1,7,1,22,0,2,0,0,2,0,0,1.12E+03,0,99.8,0,4,0,2,6,84.6,15.4,1.49,98,0,0,2,1,8,0,1,0,0,1,0,1,2,2,4,1,0,0,1,3,1,23,4,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,no
1,1,1,1,1,1,111,55,56,19,86,2,3,44,6,1,1,3,55,1,13,1265,89,86,32,4,1710,933,896,3614,0,0,19635,521,320,567,575,2657,2525,43,88,7,88,26,21,588,697,25,10,5,22,51,13,0,1,1,33.2,1,25,1,14,0,83,3,0,12,10,0,1.38E+04,0,94.7,0,6,1,2,216,84.4,15.6,1.51,168,0,3,0,0,21,1,0,2,40,1,0,0,1,3,3,1,0,0,0,0,0,109,0,0,1,2,0,1,0,1,20,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,yes
1,1,1,1,1,1,35,58,62,24,101,7,2,39,9,1,1,12,21,1,42,1216,446,432,31,5,1843,1038,704,3930,21,21,16486,561,424,562,617,2610,3111,49,105,50,83,14,22,561,704,29,78,5,120,44,110,0,1,1,32,1,11,1,135,2,41,2,0,66,0,0,8.48E+03,0,96.9,0,5,0,8,141,83.5,16.5,1.45,197,7,2,7,4,36,0,7,8,11,2,1,5,4,4,11,6,5,8,5,3,8,16,2,0,1,2,5,1,2,2,57,2,1,6,1,1,1,1,3,4,1,1,1,1,1,0,0,0,0,yes
0,0,1,1,1,1,42,25,34,10,50,0,1,43,3,1,0,8,0,1,31,324,187,184,39,3,573,322,339,1181,0,0,2606,196,141,147,214,869,888,34,49,21,32,0,6,133,183,8,26,5,45,18,29,0,1,1,29.5,1,2,1,41,1,34,4,0,14,0,0,1.28E+03,0,93,0,3,0,3,98,81.4,18.6,1.37,21,4,4,2,1,1,0,2,1,22,2,0,3,3,3,0,3,1,4,0,1,3,0,2,0,1,0,4,1,0,0,30,0,1,0,0,1,1,1,1,1,0,0,0,0,3,0,0,0,2,yes
1,1,1,1,1,1,129,26,31,23,57,24,12,39,38,1,1,7,26,1,25,691,328,338,32,1,1068,632,360,2223,26,26,8919,329,225,352,344,1385,2661,46,47,36,49,35,18,311,360,17,55,5,74,15,83,0,1,1,33.2,1,11,1,97,6,26,0,0,3,3,0,3.86E+03,0,97.4,0,4,0,5,63,83.9,16.1,1.45,98,7,3,4,2,2,0,1,4,2,2,0,3,5,4,0,4,4,8,1,0,5,15,1,0,1,1,4,1,2,1,16,3,0,1,0,2,0,1,2,0,0,1,1,2,2,0,2,0,1,yes
1,1,1,1,1,1,9,11,12,7,23,0,1,13,2,0,1,5,11,1,33,645,217,211,31,0,1348,551,365,2810,0,0,7687,442,237,305,499,1117,2480,51,77,28,69,9,20,537,653,31,31,5,59,48,36,0,1,1,26.1,1,9,1,58,1,30,0,0,55,0,0,4.76E+03,0,95,0,4,0,2,191,83.6,16.4,1.45,140,5,3,2,3,30,0,1,0,1,2,0,3,1,1,7,3,5,1,1,3,3,42,1,0,1,2,2,1,1,0,0,0,0,1,1,1,0,0,1,2,0,0,3,1,0,2,1,0,1,yes
1,1,1,1,1,1,43,37,48,27,78,0,1,75,2,1,3,10,12,1,22,650,322,330,27,4,1016,496,691,2157,12,12,7648,307,195,248,333,1238,3526,52,62,27,51,31,10,281,361,16,42,5,80,23,82,13,1,1,33.1,1,4,1,122,2,45,0,0,26,0,12,4.16E+03,0,94.7,0,5,0,6,133,82.6,17.4,1.49,146,4,5,3,5,17,0,5,3,8,5,0,1,5,2,3,1,1,5,2,3,0,27,3,0,1,0,5,1,4,1,45,0,1,1,0,3,0,1,2,2,0,0,1,0,0,0,0,0,1,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,334,137,125,31,0,527,285,213,1157,0,0,4505,171,86,199,185,676,1087,55,43,33,26,0,5,140,190,10,29,5,37,12,14,0,1,1,24.9,1,4,1,1,0,41,0,0,19,0,0,556,0,95,0,4,0,3,47,83.3,16.7,1.37,45,2,2,0,0,4,0,4,1,39,0,0,1,3,2,2,2,0,2,0,5,1,4,1,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,323,168,153,32,0,694,342,130,1207,0,0,3940,243,147,195,256,855,1563,57,38,31,29,0,7,141,184,7,25,5,52,8,25,0,1,1,28.4,1,6,1,21,0,23,0,0,9,0,0,1.15E+03,0,96.3,0,3,0,0,50,83.8,16.2,1.46,25,3,0,1,0,5,0,1,1,2,1,0,0,2,1,5,3,1,4,0,0,3,0,1,0,1,2,1,0,2,1,0,2,0,1,0,1,1,0,1,1,0,3,0,2,1,0,2,0,0,no
1,1,1,1,1,1,117,81,108,40,162,9,8,104,26,1,2,21,43,1,27,926,189,179,30,12,1596,828,686,3381,23,23,12797,425,321,442,530,1928,2309,41,117,37,61,54,21,492,686,34,32,5,53,77,30,33,1,1,27.2,1,5,1,33,6,34,5,0,57,0,0,9.66E+03,0,95.3,0,6,2,2,213,81.5,18.5,1.43,352,2,3,1,2,54,1,1,2,5,3,1,3,3,1,23,2,4,1,1,1,0,141,2,0,1,4,1,1,2,1,25,1,1,0,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,yes
1,1,1,1,1,1,18,13,13,12,41,10,0,30,1,1,1,8,13,1,41,727,272,262,34,6,1131,661,623,2451,0,0,9273,301,269,349,363,1571,1554,40,118,46,55,14,18,282,429,17,43,5,75,52,54,0,1,1,26.2,1,9,1,54,0,84,1,0,42,0,0,6.63E+03,0,92.4,0,5,1,3,212,81.6,18.4,1.44,190,1,3,6,5,20,0,5,3,8,1,0,3,2,1,8,2,5,3,0,1,1,79,1,0,1,2,0,0,0,3,45,1,1,1,0,0,0,1,0,3,1,1,0,0,1,0,1,0,0,yes
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,661,244,242,30,0,1006,639,384,1993,0,0,6819,281,240,366,319,1803,1597,53,63,34,56,0,14,166,241,13,48,5,58,30,56,0,1,1,29.3,1,10,1,45,0,47,0,0,33,0,0,5.79E+03,0,94.4,0,4,0,6,130,81.9,18.1,1.49,108,7,4,4,0,10,0,3,2,11,3,0,2,2,1,6,0,3,1,2,2,1,43,1,0,1,2,3,1,1,0,81,0,1,0,2,2,0,1,1,2,0,1,0,0,0,0,1,0,2,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,70,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
