1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
1,1,1,1,1,1,125,42,56,21,82,6,4,42,7,1,1,13,12,1,34,778,164,157,32,6,1341,638,424,2573,0,0,13146,410,202,400,494,1613,1721,42,65,34,52,13,17,405,487,28,28,5,49,76,19,0,1,1,30.4,1,12,1,17,2,118,0,0,84,0,0,1.03E+04,0,91.5,0,4,0,2,244,84.2,15.8,1.48,181,2,2,2,1,17,0,1,1,88,1,0,4,1,1,8,0,3,1,1,2,2,13,1,0,0,3,0,0,2,0,46,0,2,0,0,2,0,1,0,1,1,0,0,1,1,0,1,1,0,yes
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,686,282,291,30,0,1076,489,759,2243,0,0,9756,261,218,261,331,1030,1192,55,61,39,52,0,14,216,317,20,39,5,64,52,55,0,1,1,27.2,1,5,1,98,0,3,0,0,14,0,0,246,0,99.2,0,6,0,5,25,84.8,15.2,1.51,364,6,3,4,4,33,0,4,0,0,1,0,5,2,5,15,1,1,3,0,3,1,88,3,0,1,4,2,1,8,1,1,2,1,2,1,2,1,1,0,1,1,1,0,2,1,0,2,0,2,no
1,1,1,1,1,1,113,32,33,24,97,4,1,36,7,1,1,17,32,1,41,1107,245,230,34,4,2085,866,642,3842,0,0,17528,595,374,449,723,2594,2957,48,117,48,92,26,26,533,751,21,53,5,67,66,31,0,1,1,30.4,1,13,1,38,1,79,10,0,181,0,0,2.84E+03,0,93.6,0,7,6,9,326,84.6,15.4,1.64,404,2,0,2,1,73,4,3,1,30,3,0,3,3,4,51,1,2,6,0,0,4,119,3,0,1,2,3,1,4,1,24,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,yes
0,0,1,1,1,1,18,13,18,2,15,1,0,2,1,1,0,0,0,1,29,455,157,163,31,0,688,477,165,1256,0,0,6524,225,148,304,249,1040,806,35,28,20,41,0,6,76,106,10,18,5,38,19,27,0,1,1,29.8,1,4,1,32,0,63,0,0,10,0,0,5.31E+03,0,93.9,0,3,0,2,63,83.6,16.4,1.44,50,1,2,2,0,2,0,1,1,26,2,0,2,0,1,5,2,1,0,1,2,1,0,1,0,1,0,1,1,1,2,26,1,1,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,1,no
1,1,1,1,1,1,17,41,60,9,68,12,0,26,1,1,1,9,41,1,36,622,350,352,32,3,1039,640,477,2044,0,0,6532,314,220,388,350,1134,2047,53,89,48,61,19,9,249,347,12,52,5,83,35,82,0,1,1,23.3,1,7,1,100,0,46,5,0,60,14,0,4.81E+03,0,94.4,0,5,1,6,137,81.5,18.5,1.37,36,4,4,6,3,8,0,4,2,12,1,0,5,3,3,1,2,4,1,3,2,1,10,1,0,1,1,4,1,2,1,16,1,0,1,0,1,1,1,1,5,2,1,1,2,2,0,3,0,0,no
1,1,1,1,1,1,25,35,33,6,65,2,1,48,4,1,1,9,55,1,30,598,180,194,31,10,1163,545,510,1984,0,0,9286,320,227,286,400,1912,1620,43,80,24,49,32,15,253,352,12,22,5,43,70,36,0,1,1,25.1,1,8,1,37,0,46,5,0,44,9,0,7.18E+03,0,93.3,0,5,0,2,179,81.9,18.1,1.74,107,2,0,1,0,14,0,1,0,14,0,0,4,1,1,6,0,0,1,1,1,1,32,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,yes
0,0,1,1,1,1,13,9,10,5,21,0,1,6,1,1,0,6,0,1,21,219,146,136,24,1,398,215,99,880,0,0,1434,139,69,140,150,571,527,45,51,25,26,0,7,85,146,7,29,5,32,7,22,0,1,1,25.6,1,2,1,25,0,28,0,0,42,0,0,881,0,89.6,0,4,0,4,120,81.9,18.1,1.43,60,3,3,3,1,10,0,2,0,10,5,0,1,1,0,3,3,1,0,0,2,0,3,3,0,1,2,0,1,1,2,9,1,0,2,1,0,0,1,0,0,0,2,1,0,0,1,1,0,1,yes
1,1,1,1,1,1,110,30,49,38,104,18,4,63,15,1,0,17,0,1,24,880,164,169,34,8,1578,820,639,2991,0,0,11377,394,375,403,514,1693,1595,40,113,23,63,34,20,310,476,21,17,5,38,83,26,0,1,1,30.9,1,9,1,40,4,91,11,0,84,1,0,507,0,96.2,0,6,0,3,90,82.9,17.1,1.45,352,2,3,3,2,29,0,2,1,88,2,0,2,2,3,19,2,0,1,5,2,0,100,3,0,1,1,1,1,0,1,30,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,yes
0,0,1,1,1,1,36,91,124,38,171,13,1,155,6,1,0,21,0,1,61,1356,397,413,35,17,2102,1109,1122,4078,0,0,15240,556,417,599,690,2752,5429,54,168,68,87,0,27,537,724,32,69,5,93,123,72,0,1,1,25.1,1,23,1,92,2,98,3,0,59,2,0,1.11E+04,0,93.6,0,6,1,10,322,82.2,17.8,1.5,207,7,3,2,2,14,0,3,5,25,7,0,4,3,3,10,3,2,6,4,3,3,28,2,0,1,3,3,1,4,1,155,3,0,0,1,3,1,1,5,0,2,0,3,2,1,0,3,1,1,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1021,376,348,30,0,1696,693,1400,3728,0,0,14498,418,389,304,505,1591,3301,53,170,39,78,0,19,448,650,23,55,5,92,73,95,0,1,1,34.2,1,23,1,114,0,13,0,0,42,0,0,96,0,98.9,0,6,0,8,47,84.8,15.2,1.51,870,6,1,6,11,32,0,2,1,13,4,0,5,10,3,13,4,2,4,3,4,4,208,5,0,1,1,1,1,2,2,0,5,2,0,1,1,1,0,2,2,0,3,0,1,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,539,205,219,25,0,877,457,285,1883,0,0,6784,247,181,276,269,1249,1560,34,40,28,44,0,10,206,266,16,33,5,44,10,35,0,1,1,31.7,1,6,1,60,0,9,0,0,19,0,0,455,0,98.8,0,6,0,3,25,83.1,16.9,1.63,140,2,1,1,5,5,0,1,1,0,0,0,1,1,1,8,1,2,3,0,1,0,39,2,0,1,4,1,0,1,0,0,3,2,1,0,1,0,0,2,2,0,0,0,0,1,0,1,0,1,no
0,0,1,1,1,1,34,23,30,26,83,0,0,134,1,1,0,18,0,1,29,1235,316,338,32,10,2079,912,690,4017,0,0,15896,638,469,389,716,2243,2703,44,139,30,95,0,26,495,660,26,61,5,75,67,80,0,1,1,32.1,1,19,1,84,1,37,4,0,105,0,0,2.65E+03,0,94.9,0,6,2,2,292,83.9,16.1,1.45,149,6,3,2,4,15,0,2,1,4,2,0,2,2,3,8,8,3,3,2,2,0,50,1,0,1,2,2,1,3,0,52,2,1,1,1,1,0,1,4,1,0,0,1,0,1,0,1,0,1,no
1,1,1,1,1,1,55,43,57,25,114,4,3,187,11,1,1,18,65,1,33,624,444,442,27,15,1102,605,313,2066,11,11,8983,335,271,293,369,1737,1894,49,47,57,47,41,13,249,307,17,65,5,113,27,105,0,1,1,30.6,1,13,1,157,3,50,10,0,16,0,0,7.23E+03,0,94.5,0,4,3,13,133,82.5,17.5,1.6,54,6,3,7,2,10,0,6,7,6,1,0,3,4,2,5,1,4,4,1,3,2,12,3,0,1,1,2,1,0,3,0,3,2,2,1,0,0,0,1,3,0,0,2,0,2,0,2,0,2,yes
1,1,1,1,1,1,215,34,47,29,83,8,1,65,10,1,1,14,13,1,42,754,285,285,31,6,1140,642,231,2071,0,0,10381,351,252,354,386,1438,1534,41,51,63,51,30,22,250,322,20,46,5,80,29,39,0,1,1,29.8,1,11,1,64,3,46,0,0,22,0,0,9.31E+03,0,94.5,0,6,0,13,142,82.6,17.4,1.41,74,1,4,2,2,21,0,4,1,1,3,0,2,2,4,6,1,1,3,0,2,3,20,0,0,0,1,2,0,1,1,21,3,2,0,1,3,2,1,0,1,0,1,0,0,2,0,1,0,0,no
1,1,1,1,1,1,27,4,4,5,22,8,1,6,5,1,1,8,4,1,23,539,226,227,27,5,953,502,387,2065,0,0,8054,256,192,299,301,1456,1768,45,91,33,43,7,12,321,430,10,49,5,58,38,50,0,1,1,29.9,1,9,1,44,0,26,0,0,57,0,0,872,0,97.1,0,4,0,5,63,83.9,16.1,1.61,60,5,1,4,2,18,0,1,1,25,1,0,0,2,3,7,3,1,4,6,0,0,16,2,0,0,0,3,0,1,0,1,1,0,2,0,0,1,1,0,2,0,2,0,0,0,1,0,1,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0,0,1,1,1,1,6,24,32,3,31,0,1,4,1,1,0,1,0,1,44,792,457,435,33,3,1150,650,518,2455,0,0,8766,323,258,373,365,1855,2005,44,113,64,65,0,17,268,387,21,84,5,122,41,109,0,1,1,29.7,1,9,1,123,0,49,0,0,45,0,0,5.36E+03,0,94.8,0,4,0,11,150,82,18,1.52,66,7,4,1,5,6,0,9,5,10,4,0,3,5,3,1,5,8,4,2,6,2,9,2,0,1,1,0,1,4,3,58,3,1,1,1,5,1,1,0,3,3,2,3,2,2,0,1,0,2,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,709,442,452,28,0,1395,594,778,3175,0,0,6591,406,319,275,471,1689,1539,50,89,52,83,0,13,385,504,28,97,5,96,59,113,0,1,1,26.4,1,10,1,122,0,1,0,0,1,0,0,36,0,99.9,0,5,0,10,3,84.4,15.6,1.52,279,8,6,1,6,19,0,4,6,1,6,0,0,3,3,4,5,5,7,4,4,2,116,8,0,1,4,2,1,5,0,0,5,1,2,1,2,0,0,4,6,2,2,2,1,1,0,5,0,3,no
1,1,1,1,1,1,51,44,42,13,77,6,1,20,2,1,1,6,44,1,28,792,282,267,30,5,1359,607,544,2619,44,44,9235,402,249,315,468,1450,3094,41,53,50,63,22,16,400,490,23,57,5,79,46,60,0,1,1,29.2,1,13,1,57,0,74,5,0,33,12,0,6.24E+03,0,94.1,0,6,1,2,174,82.2,17.8,1.49,248,8,2,2,0,25,2,3,4,36,0,0,2,4,2,14,5,5,1,0,2,1,115,1,0,1,2,1,0,1,1,21,1,1,2,0,1,1,1,0,2,1,0,1,0,0,0,0,0,1,no
1,1,1,1,1,1,104,145,170,41,240,1,1,112,5,1,1,33,145,1,14,1170,104,110,28,13,1821,941,633,3409,46,46,16935,548,411,415,606,1877,2373,31,154,14,74,69,18,408,577,30,12,5,28,51,12,0,1,1,28.5,1,6,1,24,0,60,3,0,51,20,0,1.25E+04,0,93.8,0,6,5,1,284,81.4,18.6,1.47,303,3,3,0,0,13,0,0,2,13,0,0,0,1,0,5,0,2,0,0,1,1,16,0,0,0,1,2,0,0,0,38,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1,1,1,1,1,1,159,32,34,16,67,5,2,115,10,1,1,6,32,1,25,656,366,384,33,10,1066,532,444,2145,32,32,11095,361,240,275,385,1507,1990,55,46,43,54,17,19,273,327,19,61,5,90,24,84,0,1,1,29.3,1,12,1,120,2,120,3,0,43,0,0,8.44E+03,0,91.9,0,5,0,7,164,84.8,15.2,1.56,272,0,3,4,1,7,0,5,2,77,0,1,3,4,3,0,3,4,5,4,5,0,69,5,0,1,1,3,1,2,2,0,2,2,1,4,1,3,0,1,2,0,0,0,0,2,0,2,0,0,yes
1,1,1,1,1,1,44,31,34,10,53,14,5,18,8,1,1,5,17,1,20,601,194,206,31,6,841,458,273,1733,0,0,7166,253,211,218,280,1050,1184,45,69,21,37,4,13,206,293,8,34,5,43,22,40,0,1,1,32.8,1,9,1,48,0,76,1,0,18,0,0,5.61E+03,0,92.3,0,6,0,8,139,81.7,18.3,1.4,82,3,1,0,0,18,0,0,2,40,2,0,0,4,4,2,5,0,0,0,0,0,28,4,0,1,0,0,1,1,0,38,1,1,3,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,yes
1,1,1,1,1,0,0,1,1,0,1,0,2,0,7,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1,1,1,1,1,1,79,7,8,17,33,0,3,96,6,1,2,9,4,1,45,532,227,220,33,0,895,492,234,1710,0,0,6655,263,204,268,285,1300,1075,50,33,41,34,20,11,188,229,8,33,5,61,13,29,3,1,1,26.8,1,4,1,46,2,2,0,0,8,0,0,341,0,99.2,0,5,0,2,19,82.7,17.3,1.65,156,5,3,2,3,5,0,2,2,1,4,0,1,0,1,8,3,3,4,0,1,2,17,2,0,0,0,1,0,1,0,0,2,2,2,1,0,0,0,2,0,0,2,1,0,0,0,0,1,2,yes
1,1,1,1,1,1,62,2,3,5,9,0,4,18,8,1,1,2,2,1,23,194,130,137,30,0,305,176,83,582,0,0,3109,86,62,108,98,561,453,33,18,23,12,6,2,87,110,6,20,5,31,8,14,0,1,1,35.8,1,3,1,20,3,3,0,0,7,0,0,2.20E+03,0,96,0,5,0,2,34,84,16,1.65,30,3,0,2,2,5,0,1,1,0,1,0,1,3,0,4,2,1,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,2,4,0,4,0,0,2,1,2,2,1,4,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,33.3,66.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1,1,1,1,1,1,61,68,81,30,120,0,5,171,11,1,1,19,39,1,14,800,101,93,29,3,1240,701,364,2240,0,0,8202,329,209,423,415,1987,1794,45,61,22,57,24,17,305,379,18,8,5,29,82,9,0,1,1,34,1,23,1,19,1,58,0,0,37,6,0,6.24E+03,0,93.1,0,4,0,1,200,78.7,21.3,1.55,30,0,1,1,1,11,0,1,1,23,1,0,0,0,0,3,1,2,0,2,0,0,13,1,0,1,3,1,1,1,0,74,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,833,245,248,33,0,1437,708,502,3011,0,0,10480,412,310,398,476,1748,1817,46,80,37,78,0,29,335,427,20,44,5,57,55,42,0,1,1,32.3,1,20,1,51,0,45,0,0,35,0,0,989,0,97.4,0,6,0,8,72,84.5,15.5,1.54,123,2,1,2,0,12,0,2,2,21,1,0,0,2,2,9,3,2,6,0,0,0,43,4,0,1,0,0,1,0,3,0,1,0,1,0,2,0,0,1,2,1,1,4,1,1,0,3,1,0,no
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,1,1,0,1,0,0,17,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,0,0,0,0,75,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,637,221,221,28,0,1127,530,372,2105,0,0,8998,256,255,272,340,1069,1107,50,58,43,50,0,11,201,313,6,30,5,55,43,33,0,1,1,26,1,12,1,43,0,9,0,0,60,0,0,2.29E+03,0,97,0,8,0,4,91,84.2,15.8,1.36,236,6,2,5,2,42,0,3,1,2,1,0,2,1,1,25,4,2,2,2,4,1,127,0,0,1,0,2,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,no
1,1,1,1,1,1,74,19,20,11,32,5,2,12,9,1,1,2,49,1,26,592,201,202,31,0,981,506,363,2012,19,19,6957,271,186,292,313,1075,1348,64,101,27,36,28,20,291,423,10,37,5,59,37,34,0,1,1,29.8,1,6,1,46,2,39,0,0,46,0,0,5.86E+03,0,93,0,4,0,3,187,82,18,1.5,117,1,3,6,1,31,0,1,0,5,1,0,3,2,4,5,1,2,2,0,1,1,21,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,0,0,3,0,1,0,0,98,0,0,3,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.3,1,0,1,0,0,1,0,0,0,0,0,2,0,50,0,0,0,0,0,60,40,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0,0,1,1,1,1,19,16,19,4,30,6,0,10,1,1,0,7,0,1,18,298,120,111,23,3,533,299,130,1068,0,0,2464,180,131,162,196,779,685,35,34,22,26,0,7,159,199,10,21,5,35,10,24,0,1,1,27.1,1,4,1,12,0,26,0,0,10,0,0,511,0,95,0,7,0,3,59,80.5,19.5,1.42,37,0,0,2,0,6,0,0,1,4,1,0,3,1,0,5,0,2,1,0,1,0,2,4,0,0,1,2,0,0,1,16,0,0,1,0,1,1,1,0,0,0,3,0,0,1,0,1,0,0,no
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,1027,431,446,29,0,1718,912,605,3123,0,0,14114,531,404,485,602,2217,2081,44,97,58,73,0,23,309,445,26,77,5,102,52,91,0,1,1,28.6,1,16,1,135,0,83,0,0,74,0,0,2.60E+03,0,94.6,0,8,0,9,196,84,16,1.51,261,9,4,8,3,23,0,5,4,64,3,0,4,2,6,13,2,4,1,6,1,1,191,3,0,1,8,2,1,5,3,18,0,1,2,1,1,1,1,2,2,1,2,4,1,2,0,0,0,2,no
1,1,1,1,1,1,23,1,3,33,45,19,4,93,6,1,1,7,1,1,18,606,111,110,27,4,1239,598,442,2363,0,0,7157,334,226,323,406,1520,1248,45,80,11,71,38,14,230,321,20,22,5,31,53,12,0,1,1,30.6,1,17,1,21,0,10,0,0,10,0,0,401,0,99.4,0,6,0,3,13,83.4,16.6,1.62,205,1,1,0,0,11,0,1,0,10,3,0,1,0,0,19,1,1,0,0,0,0,48,2,0,1,1,0,1,1,0,25,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,0,1,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,569,266,244,36,0,1054,564,217,2299,0,0,4650,293,245,319,323,1235,1349,55,60,54,47,0,11,338,427,14,43,5,85,18,35,0,1,1,29.1,1,10,1,43,0,7,0,0,2,0,0,422,0,99.3,0,7,0,4,15,81.1,18.9,1.49,87,4,2,4,3,20,0,1,2,0,3,0,1,1,0,8,3,1,2,0,1,1,19,0,0,1,2,2,1,0,3,0,2,1,1,0,2,0,0,1,2,0,0,0,1,1,1,3,0,0,no
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,669,86,78,29,0,962,486,421,2146,0,0,10594,261,164,322,335,1057,1539,36,82,14,64,0,11,282,381,15,5,5,22,32,4,0,1,1,32.3,1,8,1,7,0,181,0,0,87,0,0,6.02E+03,0,89.4,0,5,0,1,186,86.3,13.7,1.41,306,0,0,1,3,12,0,0,0,150,1,0,3,2,0,20,3,1,0,1,2,0,237,2,0,0,2,1,0,3,0,14,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,no
1,1,1,1,1,1,79,48,53,21,95,0,5,57,8,1,2,15,25,1,17,686,159,151,24,11,1071,561,314,2021,0,0,12162,321,205,327,367,1381,1122,33,81,21,49,29,8,194,284,14,20,5,42,35,41,23,1,1,29.9,1,8,1,36,1,42,0,0,47,0,0,1.01E+04,0,93,0,5,0,5,190,84.6,15.4,1.55,107,6,1,3,1,9,0,1,1,5,1,0,4,1,3,11,2,0,3,0,0,0,58,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,yes
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,150,123,126,24,0,223,148,94,422,0,0,1196,80,68,76,82,348,480,58,22,35,10,0,1,36,58,4,15,5,34,2,15,0,1,1,27.7,1,3,1,13,0,30,0,0,24,0,0,340,0,88.5,0,3,0,3,54,80,20,1.45,4,3,0,1,0,0,0,0,0,18,0,0,0,1,0,0,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,no
1,1,1,1,1,1,55,0,0,14,29,0,1,14,6,1,0,8,0,1,24,1019,295,270,27,4,1469,824,440,3324,0,0,15398,440,387,404,472,1913,2543,50,72,31,83,33,20,424,508,27,62,5,82,26,79,0,1,1,29.4,1,13,1,72,3,1,3,0,1,0,0,20,0,99.9,0,6,0,7,2,85.3,14.7,1.5,304,3,3,3,2,6,0,6,2,0,2,0,2,4,2,5,2,4,2,1,3,5,249,4,0,1,3,2,0,1,2,0,0,1,1,1,2,0,0,1,3,1,2,1,2,1,0,2,0,3,no
1,1,1,1,1,1,240,23,27,30,92,5,5,161,14,1,1,5,23,1,29,732,224,213,38,15,1174,634,362,2247,23,23,10232,303,298,288,357,1620,1258,41,73,32,51,37,11,209,313,17,46,5,61,40,37,0,1,1,31.7,1,5,1,42,4,43,9,0,46,0,0,7.20E+03,0,94.4,0,6,10,9,161,82.8,17.2,1.84,209,3,2,1,1,29,0,3,5,10,1,0,2,1,0,10,1,2,1,1,0,1,101,3,0,1,3,1,0,0,0,9,1,0,1,1,0,1,1,0,0,1,3,0,0,0,0,2,0,0,yes
0,0,1,1,1,1,2,3,4,11,22,0,1,20,2,1,0,3,0,1,20,357,137,132,29,5,618,379,133,1101,0,0,4676,191,142,209,203,1079,711,44,14,27,23,0,10,133,147,11,19,5,36,12,19,0,1,1,28.8,1,1,1,23,0,4,0,0,1,0,0,329,0,99.2,0,4,0,3,10,82.5,17.5,1.44,62,4,2,2,1,0,0,0,1,1,1,0,1,3,0,0,2,0,2,0,1,3,2,0,0,1,0,1,1,1,0,15,1,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,670,173,165,28,0,1238,692,441,2880,0,0,8261,381,255,437,444,1736,1867,57,130,31,70,0,16,536,686,17,26,5,43,53,29,0,1,1,29.9,1,12,1,33,0,40,0,0,78,0,0,1.63E+03,0,94.7,0,4,0,2,191,84,16,1.56,94,2,4,3,4,19,0,0,0,4,2,0,1,0,1,10,1,1,1,2,0,1,9,2,0,0,0,2,0,4,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,no
1,1,1,1,1,1,25,54,68,14,73,1,1,128,3,1,3,5,34,1,20,654,215,207,34,0,1029,575,425,2047,34,34,10091,294,176,328,332,1381,1901,49,60,35,40,51,15,256,336,15,42,5,60,32,43,10,1,1,31.1,1,15,1,41,0,40,0,0,27,12,10,8.24E+03,0,93.9,0,4,0,7,160,82.1,17.9,1.55,144,2,1,4,2,20,0,0,0,5,2,0,1,1,2,6,2,2,0,1,1,1,16,0,0,1,2,5,1,2,0,30,1,1,2,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,yes
1,1,1,1,1,1,45,49,52,18,79,8,4,24,8,1,1,12,49,1,13,739,83,74,32,0,1251,595,521,2748,0,0,10589,348,273,299,418,1560,1360,42,152,6,74,23,21,375,552,20,13,5,20,57,12,0,1,1,29.7,1,15,1,7,1,53,0,0,33,0,0,8.00E+03,0,94.9,0,4,0,0,163,83.1,16.9,1.56,84,2,2,1,0,21,0,0,1,17,0,0,1,0,0,13,0,0,0,1,1,1,10,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0,yes
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,34,1,24,1033,169,153,31,0,1796,754,645,3728,0,0,16398,503,363,376,601,2568,2391,60,113,24,73,15,24,562,726,19,25,5,44,76,22,0,1,1,31.8,1,15,1,43,0,50,0,0,51,0,0,4.80E+03,0,96.1,0,5,0,8,174,84.3,15.7,1.71,192,4,1,1,2,48,0,1,1,6,5,0,2,1,1,16,0,4,2,0,2,1,21,2,0,1,3,0,1,2,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,1,no
1,1,1,1,1,1,21,32,29,19,62,0,2,33,6,1,1,6,32,1,30,360,174,176,34,4,470,362,110,812,22,22,6564,160,126,201,164,793,2292,43,23,35,17,25,4,114,139,6,23,5,51,4,26,0,1,1,26.2,1,2,1,26,1,32,1,0,13,5,0,5.10E+03,0,91.3,0,5,0,3,90,81.4,18.6,1.43,8,1,0,1,1,2,0,1,2,4,1,0,1,0,0,0,2,0,1,3,0,2,8,0,0,1,0,2,1,0,1,10,0,0,1,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,yes
1,1,1,1,1,1,57,29,37,14,44,3,2,137,9,0,2,1,21,1,27,692,265,283,34,0,1080,629,447,2191,0,0,9770,357,272,317,381,1309,2636,35,69,32,49,21,17,245,341,14,49,5,54,14,53,8,1,1,30.8,1,8,1,70,2,45,0,1,51,0,0,7.07E+03,0,93.9,0,5,0,6,167,83.7,16.3,1.41,138,2,1,4,2,20,0,5,0,5,2,0,3,6,1,4,4,4,3,1,3,2,54,2,0,1,2,6,1,3,1,31,5,1,0,0,0,1,1,1,2,0,2,0,0,2,0,2,0,1,yes
