1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
55,1092,694,2035,419,33,162,8692,963,245,354,52,1167,327,287,162,5,204,1.48,440,11,89,1,40,18.5,81.5,40,1,1,1,1,29.8,5,154,93.1,6.38E+03,68,8,27,0,49,287,25,263,76,8,55,1,67,1,1,1,5,1,65,6,0,19,1,32,5,10,3,0,2,1,1,4,184,0,6,1,0,0,0,0,3,2,2,4,5,3,1,21,45,4,1,3,17,21,0,1,1,47,1,3,2,1,0,3,0,1,0,0,17,1,1,2,0,1,2,0,0,0,15,0,0,2,1,2,1,15,0,yes
44,417,281,726,227,24,69,4220,480,125,128,27,469,64,119,70,3,56,1.26,98,5,5,1,9,17.3,82.7,8,1,1,1,1,27.3,5,7,93.5,3.65E+03,10,5,13,0,2,73,8,81,16,2,7,1,10,1,1,1,0,1,11,0,2,3,1,12,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,19,0,63,1,0,11,78,28,49,0,0,11,141,0,0,0,1,5,0,0,1,0,4,0,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,no
38,203,140,377,130,29,17,1188,335,83,71,5,354,37,68,44,3,34,1.38,16,3,3,1,3,17.2,82.8,14,1,1,1,1,32.3,5,5,95.6,319,10,0,16,0,0,96,4,98,16,9,11,1,11,1,1,1,1,1,15,1,0,0,0,5,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,3,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
52,927,499,2109,433,33,26,5121,1017,248,284,38,920,312,252,185,6,205,1.39,424,10,66,1,23,16.9,83.1,45,1,1,1,1,28.9,5,121,99.1,177,2,8,35,0,17,286,15,267,72,10,46,0,61,0,0,0,5,0,66,3,0,23,0,0,1,5,1,0,4,4,2,3,56,0,0,3,5,0,5,0,0,2,3,1,4,0,1,0,2,2,0,0,0,0,0,0,0,0,3,2,4,1,0,1,3,1,0,0,31,5,2,0,0,1,1,1,0,0,5,0,0,1,1,0,0,2,0,yes
30,374,204,621,235,33,4,1839,472,141,132,18,448,103,130,81,5,97,1.53,102,2,6,1,1,21,79,9,1,1,1,1,33.2,5,17,99.6,22,0,1,14,0,2,118,4,121,27,6,19,1,19,1,1,1,1,1,24,1,1,0,1,0,0,1,3,0,3,0,3,1,10,0,1,2,1,0,1,3,0,2,1,1,1,1,0,9,0,0,1,1,7,8,0,0,11,34,0,0,1,0,0,0,0,0,1,3,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,no
1,2,4,2,5,3,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,100,0,0,1,1,1,1,100,0,0,100,0,0,0,0,0,0,3,0,5,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
38,926,597,1831,480,30,78,7056,1624,270,329,46,1114,361,289,179,4,291,1.43,356,16,59,1,38,18.1,81.9,21,1,1,1,1,37.9,5,68,96.3,4.52E+03,28,2,24,0,13,167,12,157,50,7,28,1,30,1,1,1,2,1,34,1,0,11,1,39,2,2,2,0,1,1,1,1,3,0,3,1,1,0,2,1,1,1,0,1,2,8,1,35,14,3,6,58,21,31,0,2,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
52,822,498,2011,367,35,39,6976,1101,213,246,43,961,328,223,154,4,195,1.51,411,10,84,1,16,15.1,84.9,19,1,1,1,1,28.3,5,234,98.3,158,11,3,16,0,33,101,9,111,22,5,10,0,8,0,0,0,1,0,13,1,0,49,0,0,2,7,3,0,0,1,0,0,2,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
39,838,565,1618,453,27,153,5735,1373,212,280,30,1134,241,257,182,4,190,1.45,337,15,44,1,21,19,81,29,1,1,1,1,33.8,5,133,92.4,4.12E+03,49,5,36,0,31,169,14,173,39,3,23,1,25,1,1,1,2,1,29,2,1,6,1,23,2,1,3,0,3,1,1,1,73,0,1,1,1,0,2,0,1,0,1,0,2,31,0,71,21,2,8,39,25,28,0,2,10,91,0,3,2,0,3,1,1,1,1,9,0,0,0,1,4,1,0,0,0,1,1,2,0,0,0,0,1,1,0,no
40,858,609,1712,588,24,39,5582,888,271,244,43,1309,206,228,211,4,165,1.51,157,8,33,1,12,20,80,20,1,1,1,1,32,5,36,98.2,3.37E+03,9,4,15,0,19,146,16,148,34,4,22,1,28,1,1,1,0,1,37,1,1,8,1,54,2,3,1,0,1,0,0,1,2,0,2,3,0,0,1,1,0,1,2,2,1,32,0,90,0,2,11,143,44,91,0,0,11,121,0,1,4,1,3,0,0,0,1,23,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,no
45,544,356,964,321,34,92,3593,734,123,156,28,730,103,142,129,4,90,1.46,157,5,12,1,12,21.4,78.6,16,1,1,1,1,29,5,26,93.4,2.64E+03,15,2,19,0,21,154,10,144,44,5,23,1,21,1,1,1,3,1,41,3,1,1,1,21,1,2,3,0,2,1,2,1,1,0,0,1,1,0,2,1,1,0,0,0,2,23,0,72,3,1,11,60,25,37,0,0,4,10,0,0,0,1,10,1,1,1,1,7,0,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,yes
43,1168,676,2272,468,30,37,12721,1167,259,353,74,1436,307,284,209,7,243,1.54,299,13,11,1,38,12.7,87.3,22,1,1,1,1,31,5,271,98.8,997,4,11,24,0,2,162,23,150,49,1,23,0,28,0,0,0,1,0,35,4,0,44,0,0,1,29,4,0,1,1,0,3,106,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,4,1,0,2,0,56,0,0,2,0,0,0,0,1,1,9,0,0,0,2,1,0,2,2,no
1,1,5,2,5,3,1,194,2,3,0,0,6,1,0,2,1,1,1.2,0,0,0,1,0,13.5,86.5,0,1,1,1,1,20,0,0,60,17,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
43,695,491,1412,455,35,82,6373,956,284,221,36,862,240,197,153,6,212,1.42,234,9,27,1,24,16.6,83.4,22,1,1,1,1,33.8,5,92,95.7,4.58E+03,13,7,27,0,7,145,11,143,38,3,36,1,14,1,1,1,1,1,11,5,0,1,1,22,0,0,0,0,1,2,0,2,58,0,0,3,1,0,2,1,1,1,0,1,2,2,1,35,1,3,7,3,11,12,3,1,1,5,1,0,1,1,4,0,1,1,1,0,53,0,1,0,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,yes
53,1025,662,1874,554,32,111,10394,1277,318,336,36,1182,303,311,201,4,237,1.53,319,12,47,1,23,16.1,83.9,35,1,1,1,1,28.3,5,81,95.5,8.14E+03,27,6,25,0,10,253,12,250,79,7,39,1,53,1,1,1,4,1,69,2,1,19,1,38,4,2,0,0,4,4,3,1,5,0,1,0,2,0,1,1,3,0,4,1,3,7,1,31,4,2,3,13,21,28,0,1,1,13,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,yes
2,2,2,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,75,25,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no
44,459,400,894,363,41,66,3940,659,197,149,27,777,114,146,104,3,106,1.36,104,5,7,1,3,22.6,77.4,37,1,1,1,1,26.7,5,4,94,2.97E+03,20,4,39,0,0,222,8,218,59,5,31,1,37,1,1,1,2,1,37,4,1,1,1,42,5,0,4,0,5,1,5,0,0,0,0,1,0,0,0,2,1,2,0,0,2,7,1,22,4,0,1,10,14,22,0,2,2,3,2,1,0,1,0,0,0,1,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,no
46,1321,800,2840,692,25,167,9855,1637,369,468,63,1291,504,432,305,8,383,1.46,327,30,96,1,30,16.4,83.6,26,1,1,1,1,26.7,5,96,94.8,7.40E+03,62,11,15,0,25,124,15,114,33,4,20,1,18,1,1,1,1,1,20,4,0,12,1,51,3,3,1,0,1,1,2,2,41,0,3,1,2,0,1,1,0,2,0,1,1,16,0,77,25,0,4,18,51,65,0,2,2,29,1,1,1,1,5,1,0,1,1,3,22,0,0,0,1,1,0,0,1,0,7,1,1,1,0,0,0,2,1,yes
47,763,557,1219,398,33,88,8097,692,211,219,36,1083,153,175,153,5,114,1.52,172,9,33,1,31,18.2,81.8,48,1,1,1,1,30.2,5,59,94.6,6.63E+03,26,6,46,0,9,294,13,303,82,8,49,1,52,1,1,1,1,1,66,1,2,2,1,21,2,12,1,0,3,1,2,1,12,0,2,6,1,0,1,1,0,1,4,3,1,20,1,57,0,5,4,37,33,45,0,1,28,71,1,1,0,0,0,0,1,1,3,2,2,1,1,3,0,0,1,0,0,0,4,8,0,0,0,0,0,1,1,yes
36,474,278,900,260,26,40,3053,885,159,157,22,618,145,140,79,3,118,1.5,133,8,19,1,17,20.1,79.9,10,1,1,1,1,25,5,43,96.2,2.18E+03,15,3,17,0,0,91,5,90,24,0,9,1,11,1,1,1,1,0,18,0,1,8,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,15,0,2,4,31,7,17,0,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,no
38,1540,940,3192,837,28,282,12543,2380,390,529,63,1618,602,470,404,7,450,1.43,559,21,119,1,44,17.1,82.9,28,1,1,1,1,28.7,5,207,92.9,9.51E+03,82,18,30,0,114,208,16,198,63,3,37,1,41,1,1,1,0,1,44,1,1,27,1,24,1,11,4,0,2,0,0,4,27,0,2,3,0,0,1,3,1,1,3,0,4,0,3,0,25,3,0,0,0,0,0,2,0,0,0,0,1,4,0,2,0,1,1,0,4,0,0,1,0,1,0,1,1,0,4,0,0,0,0,0,0,4,0,yes
37,992,606,1798,620,26,155,10346,1583,383,350,49,1384,287,307,177,3,229,1.52,416,6,48,1,39,17,83,11,1,1,1,1,30.6,5,84,92.8,8.65E+03,63,11,23,0,14,130,18,134,36,0,20,1,18,1,1,1,2,1,32,1,2,10,1,26,3,4,0,0,1,0,2,2,0,0,1,2,0,0,1,0,0,0,2,1,0,15,0,53,21,2,7,116,26,37,0,0,3,3,0,1,1,1,4,3,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,yes
2,5,3,6,3,4,0,5,4,3,1,0,6,0,1,0,1,0,1,0,0,0,1,0,60,40,1,1,1,1,1,0,2,0,100,0,0,1,2,0,0,7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
42,977,702,1993,555,35,122,9680,1182,255,323,46,1048,290,262,285,5,194,1.37,479,14,69,1,46,17,83,32,1,1,1,1,27.4,5,139,94.2,7.51E+03,62,12,30,0,42,147,19,140,37,3,24,1,17,1,1,1,3,1,9,3,0,24,0,23,3,14,1,0,0,1,4,2,65,0,1,1,0,0,2,1,1,0,1,1,1,10,1,51,39,2,10,18,23,25,0,0,2,12,0,1,0,1,7,0,1,1,1,0,4,2,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,yes
46,999,687,2035,496,30,110,8723,1187,254,338,50,1319,279,304,229,5,197,1.48,295,19,57,1,31,16.3,83.7,60,1,1,1,1,31,5,137,95.2,1.63E+03,42,10,45,0,21,309,16,317,79,9,57,1,66,1,1,1,4,1,51,3,0,24,0,13,0,3,4,0,3,2,5,4,114,0,2,4,0,0,4,2,0,1,8,0,2,0,1,0,19,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,0,25,0,2,2,0,1,1,0,2,0,1,0,1,0,1,0,0,0,1,yes
40,1064,719,1912,558,32,215,10884,1206,272,355,51,1387,324,324,244,5,259,1.56,289,13,55,1,26,17.3,82.7,49,1,1,1,1,29.9,5,96,91.4,8.71E+03,64,10,36,0,79,354,16,355,93,7,62,1,84,1,1,1,3,1,91,5,1,9,1,18,6,5,1,0,1,5,2,2,27,0,2,2,3,0,2,2,0,2,6,0,5,10,0,76,19,7,11,62,52,56,0,1,6,55,1,3,1,2,2,3,2,1,1,6,4,0,1,1,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,yes
31,1784,1189,3246,924,33,271,16749,2653,439,585,67,2333,655,503,393,4,563,1.6,966,21,89,1,65,16.4,83.6,24,1,1,1,1,32.9,5,315,93.9,1.15E+04,53,11,28,0,95,157,20,162,35,6,15,1,26,1,1,1,0,1,31,5,0,3,1,92,3,16,2,0,1,1,3,3,49,0,2,4,0,0,1,0,2,1,0,2,4,14,0,33,14,2,2,19,16,19,0,0,2,26,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,yes
46,831,649,1648,638,27,97,7823,1233,366,273,42,1496,209,267,226,5,184,1.45,188,14,20,1,5,18,82,57,1,1,1,1,35.9,5,37,94.2,6.11E+03,57,3,36,0,17,272,17,279,71,9,31,1,63,1,1,1,2,1,58,2,0,5,1,67,5,1,1,0,1,2,4,3,9,0,1,2,1,0,1,3,2,2,2,2,3,5,2,22,37,1,1,10,13,16,0,0,2,10,3,1,1,0,3,2,0,1,2,0,12,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,yes
50,458,270,868,261,32,86,3136,839,150,167,24,602,112,161,101,3,91,1.57,109,6,19,1,6,17.2,82.8,24,1,1,1,1,24.1,5,20,92.7,2.39E+03,19,1,23,0,20,136,9,134,32,4,19,1,10,1,1,1,1,1,28,3,0,2,1,32,1,0,2,0,3,1,1,0,0,0,1,0,0,0,0,2,2,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,yes
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
40,625,454,1283,259,25,66,5581,571,147,175,34,645,169,161,104,3,131,1.37,132,7,37,1,13,16.9,83.1,21,1,1,1,1,27.4,5,15,96.2,378,9,3,15,0,33,287,9,284,63,7,41,1,75,1,1,1,3,0,110,3,1,1,1,0,2,1,3,0,0,8,10,3,0,0,4,3,5,0,1,2,1,6,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,2,1,1,0,0,2,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,no
41,1645,883,3429,776,24,31,11727,2423,392,532,88,1786,540,397,366,7,367,1.5,916,28,116,1,111,15.5,84.5,28,1,1,1,1,27.4,5,339,99.4,1.59E+03,1,10,28,0,8,140,32,125,37,1,21,1,19,1,1,1,1,1,20,1,0,39,0,8,0,13,1,0,1,4,2,2,214,0,2,2,1,0,3,0,2,2,3,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,38,2,1,1,0,0,0,0,0,1,16,0,0,3,0,0,0,8,1,yes
44,1651,1054,3290,951,42,150,16840,2267,453,529,102,2295,550,477,437,7,438,1.52,436,25,86,1,36,16.5,83.5,66,1,1,1,1,31.5,5,316,96.5,1.15E+04,31,15,49,0,60,520,22,502,142,10,91,1,118,1,1,1,5,1,154,6,1,14,1,41,5,15,5,0,6,7,11,4,78,0,3,3,5,0,6,3,2,1,5,1,2,34,3,98,3,8,22,149,34,37,0,3,5,146,0,1,6,3,5,4,3,1,2,4,23,1,3,2,3,1,0,1,0,2,11,3,0,0,0,1,0,1,1,yes
34,1224,784,2467,651,34,144,10637,2397,345,419,75,1733,427,382,259,5,374,1.39,397,21,45,1,28,17.2,82.8,24,1,1,1,1,30,5,182,95,7.42E+03,51,15,24,0,18,188,22,185,47,3,37,1,36,1,1,1,2,0,33,3,1,8,1,0,2,9,4,0,3,2,1,0,14,0,0,1,2,0,0,4,0,1,0,1,3,40,1,114,0,3,17,56,47,59,1,0,19,209,1,2,1,0,7,6,0,1,1,3,1,0,0,1,2,1,1,0,0,2,0,4,0,0,0,0,0,0,0,no
54,1121,602,2401,535,36,124,8384,1459,253,375,53,1404,442,324,282,8,313,1.37,543,16,96,1,31,14.7,85.3,26,1,1,1,1,28.6,5,468,95.9,748,28,7,28,0,95,175,23,168,46,3,26,0,24,0,0,0,1,0,35,2,0,33,0,0,3,14,1,0,1,4,4,0,128,0,3,1,1,0,0,2,0,2,1,1,0,0,0,0,27,1,0,0,0,0,0,2,0,0,0,1,1,3,0,1,1,0,0,0,77,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,6,1,no
33,834,386,1542,508,22,142,4372,776,321,302,37,1052,258,260,162,5,194,1.42,196,18,46,1,35,15.7,84.3,0,1,1,1,1,27.8,1,61,93.2,1.49E+03,32,6,7,0,42,29,13,33,4,1,0,1,0,1,1,1,0,1,0,0,1,15,1,14,1,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,9,0,29,14,0,9,44,8,8,0,0,1,12,0,1,0,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,no
52,907,513,1899,530,29,122,4709,1541,277,308,53,1327,211,282,206,4,158,1.41,261,6,41,1,19,15.4,84.6,35,1,1,1,1,27.9,5,81,94.4,1.50E+03,46,4,28,0,42,237,13,221,56,2,46,1,54,1,1,1,2,0,45,3,1,12,1,0,6,7,4,0,2,3,3,2,1,0,5,3,1,0,2,1,0,1,5,0,2,8,0,56,6,1,9,122,28,34,0,1,1,27,1,0,2,1,9,0,2,1,0,16,0,0,2,1,2,1,0,2,1,0,0,0,0,0,2,0,0,0,0,yes
42,1373,777,2718,691,31,121,9850,1547,341,465,71,1459,455,384,320,6,321,1.44,473,16,103,1,59,16.9,83.1,37,1,1,1,1,27.2,5,117,95.9,5.72E+03,54,9,23,0,7,217,23,204,66,4,40,1,39,1,1,1,4,1,47,2,0,31,1,35,1,21,0,0,2,0,1,1,18,0,2,1,1,0,1,1,1,2,4,1,0,8,4,35,7,2,7,10,15,20,0,1,1,19,0,1,0,1,5,0,0,0,2,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,yes
42,645,398,1231,349,33,88,6600,1109,204,235,29,816,178,230,128,3,153,1.32,105,6,24,1,5,15.5,84.5,37,1,1,1,1,26.9,5,24,94.6,5.39E+03,19,6,22,0,19,235,6,240,55,6,38,1,42,1,1,1,4,1,63,1,1,1,1,7,3,0,0,0,2,2,1,3,0,0,1,1,3,0,2,1,2,1,3,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,4,2,0,0,0,1,1,0,0,3,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,yes
45,1752,1140,3374,939,35,59,18755,2700,548,578,74,2298,654,534,336,8,546,1.51,505,28,107,1,39,16.5,83.5,25,1,1,1,1,33.1,5,172,98.5,1.55E+03,20,8,20,0,27,228,25,219,60,6,37,1,46,1,1,1,4,1,65,5,0,0,1,37,2,3,5,0,3,3,1,3,9,0,1,1,1,0,3,1,2,3,5,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,1,no
1,2,1,2,3,2,0,1,1,1,1,0,1,0,1,2,2,0,1,1,0,0,0,0,50,50,0,0,0,0,0,66.7,0,0,100,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
44,631,386,1404,332,30,93,4801,905,220,213,27,600,210,197,91,3,197,1.36,154,10,12,1,15,17.5,82.5,33,1,1,1,1,33.4,5,35,94.3,3.87E+03,31,6,24,0,19,191,13,176,44,2,35,1,29,1,1,1,2,1,40,3,1,1,1,23,3,1,5,0,4,2,2,3,0,0,3,1,2,0,3,1,0,1,3,2,2,4,4,34,8,2,4,64,26,37,0,0,4,120,3,1,2,1,0,3,0,0,0,22,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,no
36,373,263,757,226,23,38,3005,614,145,139,27,485,126,131,69,3,100,1.47,99,5,26,1,6,17.5,82.5,7,1,1,1,1,29.2,5,22,95.8,1.64E+03,12,0,10,0,0,91,5,99,18,3,11,1,15,1,1,1,0,1,25,2,0,0,1,10,0,2,1,0,0,0,2,1,0,0,0,1,1,0,2,1,0,0,0,0,0,6,1,12,0,3,2,5,4,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,yes
1,3,1,2,4,3,0,1,2,2,2,0,7,0,2,2,1,0,1.5,0,0,0,1,0,100,0,0,0,0,0,0,50,0,0,83.3,0,1,0,0,0,0,3,0,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no
46,769,503,1623,440,35,155,7132,960,260,270,42,813,319,242,159,7,235,1.39,235,8,63,1,20,17.4,82.6,7,1,1,1,1,26.1,5,107,92.6,4.48E+03,37,5,16,0,59,85,12,83,23,1,9,1,10,1,1,1,0,1,8,1,1,21,1,10,1,7,0,0,2,1,1,1,6,0,0,0,0,0,2,2,0,0,0,0,2,5,0,31,19,0,1,19,25,36,0,0,1,47,0,0,1,0,0,0,0,1,1,7,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,yes
40,1160,673,2021,517,29,149,8851,3132,287,374,62,1258,286,307,205,6,204,1.44,401,14,57,1,45,17,83,24,1,1,1,1,29.6,5,153,94.7,6.68E+03,29,5,33,0,29,185,18,183,53,5,21,1,26,1,1,1,0,1,52,2,0,24,1,39,0,19,3,0,0,2,2,1,68,0,2,0,0,0,0,1,0,3,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,53,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,no
44,992,566,2292,544,33,141,7937,1650,300,326,52,1054,479,278,230,5,314,1.33,548,16,140,1,35,17.3,82.7,21,1,1,1,1,24.4,5,73,94.3,5.48E+03,59,8,19,0,47,188,24,172,59,4,27,1,41,1,1,1,0,0,47,2,1,17,1,0,1,10,1,0,0,3,0,2,27,0,1,0,0,0,4,2,1,3,1,0,2,10,0,36,28,2,8,13,17,17,0,2,5,77,1,1,2,0,1,1,0,1,3,3,1,0,1,0,0,1,0,0,0,0,7,1,0,0,1,0,0,3,2,yes
44,999,731,1963,636,25,149,10620,1139,302,347,64,1512,272,246,288,5,180,1.42,647,14,90,1,96,16.8,83.2,10,1,1,1,1,32.7,5,22,90.6,8.61E+03,159,10,16,0,58,121,21,124,21,2,15,1,23,1,1,1,2,1,32,5,0,0,1,48,0,3,0,0,0,1,1,0,25,0,3,1,1,0,2,1,0,0,0,1,0,25,1,68,124,1,7,88,33,42,0,2,2,0,1,0,0,0,2,1,1,1,1,0,14,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,yes
60,892,535,1842,490,33,35,5850,1754,234,261,42,987,277,246,208,4,240,1.39,203,7,36,1,14,18,82,37,1,1,1,1,32.2,5,46,98.4,980,10,6,26,0,3,227,13,252,44,3,33,1,47,1,1,1,2,0,51,4,2,1,1,0,3,1,0,0,2,0,4,2,1,0,0,4,1,0,2,1,2,2,3,1,1,11,1,17,0,4,3,15,3,3,0,0,5,36,1,1,0,2,0,1,0,1,1,2,0,1,0,1,0,0,0,1,0,2,0,3,0,0,1,0,1,0,0,yes
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
42,434,276,877,263,28,67,3321,500,154,144,19,711,96,128,105,4,64,1.41,133,9,29,1,11,16.7,83.3,13,1,1,1,1,26.6,5,25,93.8,2.76E+03,19,1,23,0,8,107,7,108,25,3,12,1,14,1,1,1,1,1,17,0,1,3,1,8,2,5,2,0,1,1,0,0,12,0,1,0,0,0,0,0,1,3,2,0,1,2,1,15,0,1,5,4,5,6,0,0,5,31,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,no
44,1379,891,2845,800,32,158,10437,2618,372,473,72,2070,482,441,332,5,418,1.42,275,22,52,1,26,17.5,82.5,41,1,1,1,1,29,5,65,95.2,8.98E+03,53,10,43,0,37,338,26,329,89,13,51,1,71,1,1,1,4,1,100,6,0,12,1,98,3,6,3,0,1,1,3,1,7,0,7,6,4,0,0,2,2,2,3,0,3,0,2,0,2,5,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,1,3,0,3,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,yes
