1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
2,1,2,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,100,0,0,1,1,1,1,100,1,0,100,3,0,0,1,0,0,3,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
49,1491,919,2954,676,30,101,15749,2972,397,490,77,1767,536,421,279,8,419,1.49,939,17,97,1,61,14.6,85.4,41,1,1,1,1,30.5,5,233,96.6,4.48E+03,54,12,31,0,25,242,18,232,70,4,34,0,48,0,0,0,3,0,58,4,0,17,0,0,3,7,3,0,1,3,2,3,80,0,0,0,0,0,4,0,2,3,3,0,2,0,1,0,21,5,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,0,88,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,yes
46,972,608,1934,593,28,114,6798,1722,286,332,56,1399,348,308,261,7,319,1.41,186,9,28,1,20,17.4,82.6,35,1,1,1,1,30.9,5,84,95,1.85E+03,40,4,30,0,15,328,15,319,81,6,64,1,70,1,1,1,6,1,101,11,1,0,1,40,5,3,6,0,3,4,5,2,31,0,3,3,4,0,2,2,2,2,1,0,2,0,2,0,3,2,0,0,0,0,0,3,0,0,1,2,1,2,0,0,3,1,0,0,4,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,yes
50,608,445,1385,373,35,67,4809,1546,207,195,28,1027,223,187,161,5,208,1.64,180,7,14,1,5,18.2,81.8,39,1,1,1,1,34,5,59,95.8,2.96E+03,21,6,29,0,6,245,11,225,64,4,48,1,50,1,1,1,2,1,44,2,1,1,0,5,2,3,3,0,3,4,4,2,38,0,4,4,2,0,1,0,1,0,3,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,51,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,yes
47,1279,794,2549,723,40,187,9555,2008,376,443,61,1874,508,392,333,7,437,1.4,387,18,45,1,46,16.1,83.9,48,1,1,1,1,31.5,5,212,94.2,2.47E+03,50,10,45,0,71,361,25,366,96,6,58,1,70,1,1,1,1,1,100,9,0,23,1,30,5,4,0,0,2,4,2,2,65,0,7,4,4,0,3,1,3,3,2,1,4,8,2,51,5,6,10,17,30,38,0,2,1,40,1,1,2,2,3,2,0,1,6,1,18,2,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,yes
43,1568,866,3285,788,27,241,15239,2623,394,544,76,1775,752,440,370,5,566,1.45,528,18,106,1,53,15,85,40,1,1,1,1,27.5,5,309,93.5,1.20E+04,96,12,23,0,131,273,26,268,71,8,40,1,57,1,1,1,0,0,86,4,1,63,1,0,2,46,2,0,4,4,0,1,103,0,2,3,2,0,4,4,0,3,0,2,4,0,1,0,58,6,0,0,0,0,0,2,0,0,2,2,3,0,0,1,0,1,0,0,16,1,0,1,0,1,1,1,0,0,15,0,0,0,0,1,0,5,0,yes
45,4075,2386,8315,2083,38,526,36085,9574,879,1395,175,5372,1480,1151,1132,9,1045,1.86,2251,56,317,1,163,15.5,84.5,81,1,1,1,1,29.9,5,824,94.2,2.62E+04,233,31,52,0,195,627,48,626,168,12,106,1,152,1,1,1,2,0,198,7,2,80,1,0,7,54,9,0,4,8,4,6,691,5,4,8,3,22,2,3,2,3,4,1,9,53,3,353,126,4,20,202,172,170,18,3,1,15,1,5,5,3,28,6,3,1,1,0,364,3,2,2,24,1,2,4,2,3,29,0,0,10,0,0,0,15,0,yes
39,1180,617,2635,502,31,167,7151,1559,272,423,71,1341,537,340,230,4,360,1.52,511,12,108,1,45,15.7,84.3,47,1,1,1,1,28.3,5,421,94.2,1.38E+03,68,3,26,0,72,321,22,325,60,8,52,0,71,0,0,0,9,0,94,4,0,66,0,0,3,37,3,0,5,2,5,7,80,0,3,2,4,0,3,1,1,2,1,1,4,0,4,0,46,7,0,0,0,0,0,2,0,0,1,3,4,4,0,0,2,0,0,0,0,7,4,2,0,0,1,0,1,1,3,0,0,0,0,0,2,1,0,no
47,1767,988,3692,816,33,211,12319,1976,435,584,73,1696,782,437,370,6,487,1.41,721,27,180,1,89,17.5,82.5,43,1,1,1,1,26.1,5,434,95.3,6.56E+03,58,20,29,0,169,221,31,208,52,7,32,1,43,1,1,1,2,1,41,4,0,95,1,12,3,49,3,0,1,0,4,4,65,0,3,3,3,0,3,2,1,1,0,0,5,0,0,0,43,7,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,1,2,0,18,0,1,1,0,1,0,1,1,0,20,0,0,2,2,1,0,7,0,no
48,1236,796,2559,651,36,179,11663,2587,337,418,61,1756,495,365,282,6,393,1.93,456,13,78,1,42,16.8,83.2,49,1,1,1,1,30.6,5,161,94.3,8.31E+03,49,6,50,0,44,287,13,287,69,5,60,1,43,1,1,1,4,1,49,4,1,23,1,17,1,8,4,0,3,0,4,2,79,0,0,1,4,0,1,3,3,0,6,1,3,11,1,59,22,3,9,12,37,36,0,1,3,73,1,1,2,3,2,0,0,1,1,9,66,2,0,2,0,0,0,0,1,0,1,1,0,1,0,1,0,2,0,yes
46,571,394,1043,318,28,105,5538,625,188,180,23,868,154,163,114,4,114,1.41,183,8,37,1,16,17.8,82.2,26,1,1,1,1,32.4,5,59,92,3.99E+03,36,1,26,0,21,198,9,209,49,1,28,1,46,1,1,1,1,0,44,4,1,3,1,0,1,1,1,0,2,1,2,1,22,0,1,1,1,0,0,0,1,1,2,2,2,10,0,68,17,0,14,13,30,26,0,1,8,142,0,2,1,1,6,1,0,1,1,9,0,1,1,1,8,0,0,0,1,1,0,1,1,0,0,0,0,0,1,no
36,607,356,1178,323,30,106,5422,755,198,207,33,784,221,190,112,4,180,1.56,210,7,41,1,15,16.1,83.9,29,1,1,1,1,27.2,5,110,92.7,2.80E+03,35,4,24,0,29,231,8,222,62,6,37,1,53,1,1,1,2,0,58,6,1,0,1,0,1,2,5,0,6,2,1,3,11,0,3,3,0,0,1,3,2,0,4,0,3,9,1,28,0,1,3,15,15,21,0,0,1,9,0,0,0,3,1,1,1,1,1,0,0,0,1,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,no
37,970,511,1809,530,31,102,7149,983,296,346,41,1281,262,317,195,4,201,1.47,266,14,49,1,26,16.6,83.4,28,1,1,1,1,30.6,5,94,94.9,5.70E+03,47,5,25,0,5,221,17,220,58,3,55,1,40,1,1,1,5,0,42,1,2,12,1,0,1,2,5,0,4,2,3,2,8,0,4,1,1,0,0,1,3,0,2,0,3,29,0,92,0,4,13,161,42,72,0,0,25,221,0,2,0,2,8,2,1,0,1,28,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,no
60,859,546,1761,517,32,141,6404,1296,265,309,45,1202,317,270,193,4,254,1.67,300,11,52,1,35,20.2,79.8,45,1,1,1,1,29.8,5,69,93.4,4.90E+03,43,5,29,0,10,324,12,336,69,9,45,1,71,1,1,1,3,0,102,10,2,10,1,0,4,4,3,0,6,1,0,4,6,0,2,2,1,0,3,1,1,1,3,2,4,31,2,138,9,3,28,116,62,69,0,3,7,24,0,3,2,2,13,1,1,1,1,2,0,0,1,2,4,0,1,2,2,2,1,5,0,0,0,0,0,0,1,yes
57,966,560,1849,567,41,160,8958,1848,316,302,49,1224,282,273,197,5,223,1.41,292,16,53,1,21,16.1,83.9,76,1,1,1,1,25.9,5,62,93.1,7.79E+03,49,5,51,0,14,443,12,444,107,14,66,1,81,1,1,1,5,0,128,4,1,5,1,0,5,6,6,0,4,3,6,5,31,0,2,5,6,0,2,2,4,2,3,2,5,33,4,135,14,0,19,59,77,99,0,2,23,202,0,0,4,1,6,1,2,1,3,42,7,0,2,0,0,1,2,1,0,0,0,2,0,0,2,1,0,2,0,yes
47,859,499,1717,451,31,120,6887,1276,267,298,40,945,275,253,164,4,191,1.57,504,7,66,1,39,17.2,82.8,49,1,1,1,1,30.8,5,77,94,5.21E+03,45,9,28,0,46,261,11,250,73,6,45,1,49,1,1,1,1,0,59,4,1,12,1,0,5,2,1,0,1,3,1,1,30,0,2,2,1,0,3,1,3,0,2,0,1,7,0,37,22,4,2,42,26,26,0,1,2,28,0,1,2,0,2,0,1,1,0,0,0,1,0,1,0,1,0,1,1,2,6,0,0,0,1,0,1,4,0,no
41,677,421,1414,374,36,9,5205,717,233,208,32,761,156,196,141,5,136,1.31,88,11,18,1,7,16.3,83.7,20,1,1,1,1,24.9,5,44,99.5,226,1,10,32,0,2,133,15,137,28,1,19,0,19,0,0,0,3,0,7,1,0,2,0,0,1,5,2,0,2,1,3,2,5,0,1,1,0,0,2,1,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,0,3,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,no
1,1,1,2,3,2,0,9,2,3,0,0,3,1,0,0,1,1,1,0,0,0,1,0,33.3,66.7,0,1,1,1,1,0,0,0,100,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
37,926,512,1974,422,29,124,5807,1382,248,320,38,1074,424,280,168,4,326,1.43,324,21,66,1,32,18,82,33,1,1,1,1,30.1,5,221,94.2,1.15E+03,53,7,21,0,35,156,13,149,44,3,22,1,23,1,1,1,0,1,28,0,0,25,0,17,6,5,3,0,2,2,0,0,28,0,2,1,2,0,2,3,1,2,2,0,1,4,0,32,27,1,6,6,17,19,0,0,1,13,0,1,2,2,5,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,7,0,0,0,0,0,0,3,0,yes
34,820,548,1859,430,23,162,6155,1124,248,254,47,1159,339,221,175,4,249,1.46,393,7,87,1,32,17.9,82.1,19,1,1,1,1,31.2,5,36,93,4.34E+03,39,9,12,0,75,114,19,109,30,4,24,1,18,1,1,1,1,0,18,0,1,3,0,0,1,1,2,0,1,0,1,2,2,0,0,3,0,0,0,0,0,0,2,0,0,6,0,20,10,4,0,52,14,19,0,0,2,24,0,1,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,no
46,1900,1048,3843,880,41,254,16709,3215,443,579,102,2086,621,446,425,8,396,1.43,1188,19,142,1,76,14.4,85.6,78,1,1,1,1,29.3,5,522,95.2,2.45E+03,37,10,48,0,57,486,29,478,118,14,89,1,110,1,1,1,3,0,120,6,1,49,1,0,5,30,9,0,4,3,4,2,272,0,3,3,7,0,4,4,6,3,7,0,8,8,1,64,7,4,7,8,43,44,0,3,2,102,2,3,3,5,5,2,2,1,2,0,140,1,1,1,1,1,0,2,4,1,15,1,1,10,0,0,1,13,0,yes
2,1,2,3,1,2,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,66.7,33.3,0,1,1,1,1,0,0,0,80,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
48,1679,988,3620,865,36,280,14654,3524,456,583,90,1990,821,530,394,6,673,1.54,644,18,126,1,42,14.7,85.3,58,1,1,1,1,29.7,5,275,93.5,9.39E+03,91,15,43,0,140,459,20,427,135,11,90,1,115,1,1,1,4,1,117,6,0,21,1,26,8,11,2,0,2,4,7,5,76,0,5,5,4,3,3,3,1,4,5,1,4,12,1,55,22,2,3,56,26,32,5,3,1,0,2,0,2,2,4,1,1,1,2,0,44,5,1,0,2,1,4,0,4,3,0,0,0,0,1,0,0,0,0,yes
41,1284,754,2398,660,23,158,12169,1635,359,437,56,1538,343,391,274,5,266,1.49,340,16,56,1,38,14.8,85.2,25,1,1,1,1,31.7,5,170,94.8,8.30E+03,42,13,18,0,75,197,20,189,43,7,34,1,45,1,1,1,2,0,52,3,1,17,1,0,2,8,2,0,3,1,1,2,19,0,1,4,2,0,4,0,1,4,2,0,1,16,1,67,2,0,5,28,34,30,1,2,6,98,1,2,0,0,7,4,1,1,1,10,3,0,0,1,4,1,3,1,1,0,4,2,0,0,0,0,1,0,1,no
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,1,1,1,1,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
49,1522,804,3026,828,29,18,11936,2186,367,524,76,2027,416,488,368,4,368,1.66,184,13,47,1,34,15.4,84.6,35,1,1,1,1,30.3,5,32,99.5,32,3,4,27,0,16,159,24,167,39,1,21,1,29,1,1,1,1,0,18,1,1,1,1,0,2,2,3,0,2,1,2,0,16,1,0,2,0,11,2,1,1,0,2,1,0,47,0,125,3,2,24,105,1,1,11,0,13,165,0,0,3,3,21,3,1,1,2,4,0,0,0,0,9,0,0,0,0,0,0,5,0,0,1,0,0,0,1,yes
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
48,425,284,814,285,27,51,2567,544,154,146,22,648,85,140,115,5,76,1.4,70,2,2,1,5,19.5,80.5,27,1,1,1,1,31.2,5,40,94.7,1.82E+03,19,0,24,0,6,182,6,171,46,5,19,1,35,1,1,1,5,1,50,2,0,4,1,17,0,1,4,0,2,2,0,4,47,0,2,1,1,0,0,1,1,1,0,0,4,0,0,7,2,2,0,0,7,13,0,1,2,5,1,0,0,1,0,1,0,0,3,1,10,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,yes
46,612,355,1310,361,30,11,3356,1743,168,215,30,791,171,196,161,5,133,1.83,277,12,26,1,13,19.3,80.7,15,1,1,1,1,31,5,66,99.4,361,1,7,15,0,3,161,9,158,38,1,16,1,46,1,1,1,1,1,39,5,1,5,1,2,0,6,3,0,2,2,2,1,18,0,1,0,0,0,1,2,1,3,2,2,0,12,0,32,0,2,7,39,3,3,0,1,6,45,1,3,0,2,9,0,0,1,2,1,10,1,1,1,1,1,1,0,0,2,4,2,1,0,1,0,0,0,0,yes
42,1086,776,2205,549,27,176,10349,1200,258,331,58,1364,345,294,237,5,258,1.51,418,13,78,1,25,18.9,81.1,35,1,1,1,1,29.9,5,209,93.4,7.55E+03,55,10,30,0,61,261,16,266,67,3,42,1,56,1,1,1,5,1,71,2,1,3,1,19,2,4,4,0,1,5,5,2,179,0,0,1,2,0,1,0,2,0,3,1,5,12,1,67,9,3,9,116,43,43,0,1,6,72,2,1,2,2,2,1,1,1,1,1,17,0,0,0,1,0,1,0,2,0,6,2,0,0,0,0,0,8,0,no
86,754,455,1479,416,26,3,4276,905,234,223,33,1177,150,209,141,5,138,2.02,181,12,12,1,13,17.9,82.1,31,1,1,1,1,28.1,5,29,99.8,12,1,4,27,0,1,150,13,146,36,0,32,1,18,1,1,1,2,0,16,2,0,0,1,0,2,1,3,0,0,1,0,3,5,0,2,2,0,0,3,1,1,1,1,0,1,36,1,54,0,1,14,101,0,0,0,2,2,29,1,1,0,0,4,2,0,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,yes
58,1289,728,2423,592,26,141,9933,1623,338,399,59,1330,389,332,249,5,242,1.42,669,22,133,1,43,16.4,83.6,53,1,1,1,1,36,5,266,95.6,6.49E+03,29,4,38,0,54,313,18,296,89,7,57,1,57,1,1,1,3,1,82,4,0,7,0,22,2,17,3,0,2,1,4,4,163,0,1,1,3,0,3,1,1,5,2,2,3,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,2,2,0,1,2,1,2,0,39,0,1,2,0,1,0,2,2,2,2,0,0,3,0,0,1,4,0,yes
41,1198,783,2253,582,30,264,11922,1843,349,396,58,1273,371,357,196,5,290,1.49,516,10,81,1,38,15.8,84.2,29,1,1,1,1,28.5,5,169,91.8,8.85E+03,46,13,27,0,105,196,20,189,47,8,37,1,35,1,1,1,2,1,38,1,0,0,1,66,1,1,0,0,2,0,2,4,3,0,3,2,2,0,6,2,1,1,1,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,3,0,2,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,yes
47,1166,676,2397,644,29,2,8050,1691,314,339,60,1713,304,281,272,6,221,1.6,353,17,60,1,43,18.4,81.6,63,1,1,1,1,28.7,5,231,99.9,11,0,7,43,0,1,339,16,334,98,3,51,1,65,1,1,1,1,0,88,0,1,23,1,0,5,15,0,0,2,5,1,3,82,0,3,2,2,0,2,1,3,0,0,0,1,33,1,94,0,5,15,218,39,77,0,1,3,134,0,1,2,2,7,1,2,1,3,29,29,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,yes
42,549,330,925,304,27,85,5876,565,158,183,22,776,80,172,126,3,77,1.44,72,5,3,1,11,15.9,84.1,31,1,1,1,1,30.3,5,28,92.8,4.86E+03,30,3,19,0,4,210,6,218,50,5,27,1,47,1,1,1,0,0,59,4,1,0,1,0,1,0,2,0,4,3,1,1,0,0,0,1,1,0,2,0,1,0,0,1,4,9,0,75,3,2,11,52,44,42,0,2,8,88,0,0,0,1,10,1,0,1,1,3,0,2,0,3,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,no
41,928,555,1910,463,24,15,5880,1332,292,293,57,1143,267,274,163,4,219,1.41,343,9,47,1,18,17.4,82.6,18,1,1,1,1,33.3,5,66,99.3,861,5,13,20,0,3,148,17,137,40,0,24,1,29,1,1,1,2,0,33,2,1,1,1,0,1,1,1,0,3,0,1,2,9,0,0,2,1,0,1,0,1,1,2,0,1,8,2,13,0,1,2,8,3,4,0,0,9,76,1,0,1,0,0,2,3,0,0,0,0,1,2,0,0,0,0,2,0,1,0,2,0,0,1,0,1,0,1,yes
42,984,549,2022,402,36,141,7430,1395,228,352,46,863,334,321,174,6,248,1.46,337,13,70,1,25,16.1,83.9,34,1,1,1,1,28.9,5,52,93.7,1.22E+03,62,4,28,0,54,193,15,188,55,5,35,0,30,0,0,0,1,0,30,0,0,11,0,0,2,3,5,0,2,0,1,1,52,0,4,0,1,0,3,1,1,0,3,0,1,0,1,0,42,2,0,0,0,0,0,1,0,0,0,1,3,1,0,1,0,1,1,0,7,0,1,0,0,0,0,0,1,2,5,0,0,0,0,0,3,3,1,yes
65,1167,761,2175,573,35,168,11874,1682,290,380,44,1332,365,344,257,5,308,1.69,295,10,49,1,30,16.7,83.3,47,1,1,1,1,29,5,117,94.4,9.12E+03,29,8,40,0,56,391,16,400,93,8,74,1,83,1,1,1,6,0,112,6,1,8,1,0,4,6,1,0,3,7,6,6,95,0,3,3,2,0,7,2,0,6,6,0,4,25,2,70,1,1,7,89,30,37,1,2,6,133,0,2,2,1,5,1,2,1,1,5,62,2,2,1,2,1,1,1,2,1,0,1,0,0,1,0,0,0,0,no
51,846,522,1692,398,31,159,5937,943,223,260,39,1073,227,216,147,4,175,1.49,343,14,46,1,37,17.3,82.7,46,1,1,1,1,29.9,5,44,92.8,4.38E+03,38,6,38,0,21,343,10,364,74,7,54,1,70,1,1,1,5,0,104,5,2,6,1,0,6,7,4,0,3,6,2,1,15,0,2,3,3,0,1,2,3,0,4,4,5,3,1,26,1,1,1,5,22,25,0,1,9,74,0,0,1,1,0,0,0,1,1,7,0,2,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,no
28,263,229,483,201,24,39,3076,314,115,87,15,635,73,86,61,2,68,1.48,26,3,5,1,1,21.8,78.2,11,1,1,1,1,35.8,5,0,93.1,2.65E+03,16,0,12,0,0,81,5,79,22,3,14,1,10,1,1,1,1,1,10,0,2,0,1,7,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,18,1,42,1,1,1,48,22,33,0,1,14,61,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,yes
46,572,428,1205,388,33,94,6232,893,244,178,27,1031,144,164,107,3,126,1.46,122,6,15,1,10,16.9,83.1,33,1,1,1,1,29.4,5,36,92.7,4.59E+03,46,6,28,0,3,215,15,208,61,2,31,1,40,1,1,1,4,1,50,3,1,3,1,17,2,4,1,0,3,2,1,3,0,0,1,2,2,0,2,1,0,4,1,0,4,6,0,21,28,2,1,16,14,15,0,1,3,29,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,yes
37,1113,756,2128,608,27,169,11345,3842,287,407,51,1848,397,377,268,4,332,1.57,375,12,57,1,23,17.5,82.5,35,1,1,1,1,28.6,5,65,93.2,9.13E+03,66,7,30,0,34,196,21,185,65,1,37,1,39,1,1,1,1,0,28,2,3,8,1,0,0,7,3,9,1,0,1,1,16,0,1,2,2,0,3,1,0,1,3,2,2,40,2,141,38,1,32,79,48,53,0,0,14,67,1,2,2,1,9,0,1,1,2,6,0,0,0,0,12,0,0,1,0,0,0,7,0,0,0,0,0,0,0,no
42,1331,750,2339,756,31,161,15243,2140,459,418,66,2316,368,304,238,4,256,1.71,717,20,86,1,102,15.9,84.1,34,1,1,1,1,30,5,222,94.6,1.28E+04,48,18,25,0,47,387,12,397,91,8,61,1,113,1,1,1,2,1,123,5,2,20,1,16,1,12,7,0,4,3,6,4,31,0,4,6,1,0,2,1,1,2,5,2,3,18,1,74,5,6,13,247,39,68,0,2,2,132,1,2,1,1,3,2,0,1,0,1,0,1,1,0,1,1,0,1,0,1,6,0,0,0,0,0,1,0,1,no
45,1437,805,2972,621,35,75,11074,1927,347,484,70,1405,616,393,259,4,372,1.35,878,14,210,1,82,16.9,83.1,68,1,1,1,1,30.3,5,115,98,629,17,12,66,0,62,538,23,528,152,7,100,1,121,1,1,1,4,1,148,8,0,24,1,30,8,8,0,0,7,4,8,5,38,0,7,2,1,0,4,5,2,5,9,2,4,0,3,0,16,6,0,0,0,0,0,3,0,0,1,4,3,1,0,2,2,1,4,0,0,3,1,3,0,1,0,1,1,0,10,0,0,0,0,1,0,1,1,yes
42,1164,626,2267,510,36,10,8185,3364,285,388,60,1178,359,362,199,4,340,1.51,357,21,16,1,21,14.6,85.4,37,1,1,1,1,30,5,39,99.6,124,3,7,33,0,0,387,23,372,95,11,71,1,101,1,1,1,5,1,109,6,0,3,1,2,2,5,2,0,3,2,4,3,5,0,6,3,5,0,4,3,2,3,6,5,5,0,1,0,1,4,0,0,0,0,0,3,0,0,1,1,3,3,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,2,0,3,0,0,yes
38,1219,705,2080,622,29,137,10814,1055,355,398,64,1747,259,331,236,5,210,1.59,262,13,30,1,50,14.8,85.2,28,1,1,1,1,31.8,5,132,95.3,8.98E+03,26,9,24,0,38,159,19,155,46,2,42,1,30,1,1,1,1,1,6,1,0,18,1,54,0,9,1,0,3,1,2,1,59,0,0,1,1,0,0,1,1,2,3,2,3,0,0,0,12,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3,0,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,yes
48,1782,783,3316,800,33,197,9399,3966,369,632,62,2068,675,545,408,4,508,1.59,738,16,128,1,68,17.5,82.5,42,1,1,1,1,31.1,5,147,95.1,2.32E+03,63,11,43,0,57,337,26,333,83,10,51,1,71,1,1,1,3,0,97,5,1,30,1,0,5,14,2,0,3,2,2,3,49,0,4,5,7,0,2,2,1,0,7,0,2,8,2,73,16,2,8,38,52,86,0,1,1,281,0,1,1,3,3,2,0,1,3,3,0,1,0,3,2,1,2,1,1,1,9,0,0,0,1,1,1,5,2,yes
54,914,615,1708,483,28,82,8642,1446,290,312,46,1357,310,288,177,5,254,1.69,254,8,52,1,16,17.9,82.1,40,1,1,1,1,31.9,5,57,95.8,1.64E+03,32,7,29,0,28,232,11,228,68,5,39,1,45,1,1,1,2,0,51,3,1,4,1,0,3,8,3,0,1,3,4,3,3,0,1,1,1,0,2,0,1,2,1,0,1,15,1,38,0,1,1,20,22,40,0,0,1,100,0,2,0,0,0,6,1,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
2,1,2,3,3,2,1,5,0,2,0,0,3,0,0,1,0,0,1.33,0,0,0,0,0,66.7,33.3,0,0,0,0,1,33.3,1,0,66.7,4,1,0,2,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
45,1446,852,3126,747,28,209,12455,4513,390,517,82,2067,666,457,357,6,536,1.56,760,19,85,1,42,15.4,84.6,24,1,1,1,1,31.1,5,424,94.1,1.93E+03,76,8,36,0,70,229,24,223,46,10,33,0,63,0,0,0,5,0,45,6,0,41,0,0,5,16,1,0,4,2,1,2,46,0,3,4,1,0,3,2,1,2,0,0,3,0,1,0,13,0,0,0,0,0,0,1,0,0,0,2,2,2,0,1,1,0,1,0,14,2,1,0,0,0,0,3,2,1,4,0,0,1,0,1,0,1,2,no
35,1139,857,2224,661,25,170,10869,1194,327,366,61,1889,292,316,285,4,211,1.44,326,17,69,1,40,18.8,81.2,14,1,1,1,1,28.7,5,68,94.1,9.00E+03,42,9,31,0,27,125,27,125,30,0,17,1,18,1,1,1,0,1,20,1,0,10,1,66,1,8,2,0,2,0,3,2,21,0,1,2,0,0,0,1,0,2,2,1,1,13,1,45,7,1,2,27,21,24,0,0,1,2,0,0,1,0,9,5,3,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,no
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
